person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,decile_score
1872,Male,African-American,35,0,0,0,0,1
1873,Female,Caucasian,30,0,0,0,1,3
1874,Female,Caucasian,28,0,0,0,1,4
1875,Male,Caucasian,30,0,0,0,2,8
1876,Female,Caucasian,45,0,0,0,3,3
1877,Male,African-American,24,0,0,0,2,5
1878,Male,African-American,23,0,0,0,5,10
1880,Male,Other,20,0,8,1,8,10
1881,Female,African-American,42,0,0,0,0,1
1882,Male,African-American,24,1,1,0,8,9
1883,Male,Hispanic,40,0,0,0,0,1
1884,Male,Other,27,0,0,0,1,4
1885,Female,African-American,57,0,0,0,3,9
1886,Male,African-American,60,0,0,0,12,3
1887,Male,African-American,20,0,0,0,0,3
1889,Male,Caucasian,19,0,0,1,0,4
1890,Male,African-American,34,0,0,0,2,4
1891,Male,African-American,37,0,0,0,1,3
1893,Male,Caucasian,24,0,0,0,4,8
1894,Male,African-American,27,0,0,0,0,2
1895,Male,African-American,29,1,1,1,4,10
1897,Male,Caucasian,21,1,0,1,1,7
1898,Female,Caucasian,26,0,0,0,0,4
1901,Female,Caucasian,42,0,0,0,0,1
1902,Female,Caucasian,29,0,0,0,8,8
1903,Male,Caucasian,38,0,0,0,1,2
1904,Male,African-American,32,0,0,0,1,4
1905,Male,Other,27,0,0,0,0,1
1907,Male,African-American,22,0,0,0,1,3
1908,Male,Caucasian,20,0,0,0,0,10
1909,Male,Caucasian,57,0,0,0,0,2
1910,Male,Caucasian,51,0,0,0,3,1
1912,Female,African-American,49,0,0,0,0,1
1913,Male,African-American,21,0,0,0,0,4
1914,Male,African-American,22,0,0,0,0,5
1915,Male,African-American,35,0,0,0,4,8
1916,Female,Caucasian,54,0,0,0,1,2
1918,Male,Caucasian,44,0,0,0,0,1
1919,Female,Caucasian,32,0,0,0,0,1
1920,Male,African-American,26,0,0,1,6,9
1921,Female,African-American,39,0,0,0,22,6
1923,Male,Caucasian,30,0,0,0,9,6
1924,Male,African-American,20,0,0,0,0,10
1925,Male,Other,40,0,0,0,0,1
1928,Male,Hispanic,23,0,0,0,4,9
1930,Female,Caucasian,53,0,0,0,1,3
1931,Male,Caucasian,44,0,0,0,0,1
1933,Male,African-American,26,0,0,0,2,4
1934,Female,Caucasian,54,0,0,0,0,1
1936,Male,African-American,28,0,0,0,4,7
1937,Male,Other,73,0,0,0,2,1
1938,Female,Caucasian,44,0,0,0,1,5
1939,Male,Caucasian,21,0,0,0,0,2
1940,Male,Caucasian,35,0,0,0,1,3
1942,Male,Caucasian,28,0,0,0,2,1
1946,Male,African-American,56,0,0,0,0,1
1948,Male,Caucasian,53,0,0,0,4,1
1950,Male,African-American,50,0,0,0,6,7
1951,Male,African-American,20,0,0,0,1,3
1952,Male,African-American,21,0,0,0,0,6
1953,Male,Other,30,0,0,0,1,2
1955,Male,Hispanic,60,0,0,0,1,1
1956,Male,Hispanic,26,0,0,0,1,2
1958,Male,African-American,19,0,0,0,0,10
1959,Male,African-American,23,0,0,2,9,10
1961,Male,Caucasian,26,0,0,0,2,8
1963,Male,Caucasian,72,0,0,0,0,1
1964,Male,African-American,20,0,0,1,2,10
1965,Female,African-American,26,0,0,0,5,9
1966,Male,Hispanic,21,0,0,0,0,5
1967,Female,African-American,39,0,0,0,1,2
1968,Male,Other,30,0,0,0,0,2
1969,Male,Hispanic,30,0,0,0,2,2
1970,Male,Caucasian,37,0,0,0,1,1
1972,Male,Caucasian,45,0,0,0,0,2
1973,Male,Caucasian,69,0,0,0,0,1
1974,Male,African-American,30,0,0,0,1,1
1976,Male,Caucasian,23,0,0,0,6,5
1977,Male,African-American,48,0,0,0,12,4
1978,Female,African-American,50,0,0,0,1,1
1979,Male,Caucasian,32,0,0,0,0,4
1980,Male,African-American,37,0,0,0,1,4
1982,Male,Other,46,0,0,0,0,1
1983,Male,African-American,42,0,0,0,0,1
1984,Female,African-American,20,0,0,0,0,8
1985,Male,Caucasian,65,0,0,0,2,1
1986,Female,Caucasian,34,0,0,0,6,7
1987,Male,Caucasian,54,0,0,0,4,2
1988,Female,Caucasian,28,0,0,0,0,2
1989,Male,Caucasian,44,0,0,0,8,5
1990,Male,African-American,47,0,0,0,7,1
1991,Male,African-American,39,0,0,0,5,9
1992,Female,African-American,31,0,0,0,0,2
1993,Male,Caucasian,26,0,0,0,0,7
1996,Male,Caucasian,27,0,0,0,0,2
1998,Male,Caucasian,73,0,0,0,1,1
1999,Male,African-American,44,0,0,0,0,1
2000,Male,Hispanic,24,0,0,0,0,6
2001,Female,African-American,24,0,0,0,0,3
2002,Male,Caucasian,49,0,0,0,12,5
2007,Male,African-American,57,0,0,0,16,7
2008,Male,African-American,65,0,0,0,23,2
2009,Male,African-American,32,0,0,0,4,4
2010,Male,African-American,27,0,0,0,0,3
2011,Male,Other,36,0,0,0,0,2
2014,Male,Caucasian,30,0,0,0,0,2
2016,Female,Caucasian,25,0,0,0,0,3
2018,Male,African-American,22,0,3,1,6,10
2020,Male,Hispanic,28,0,0,0,11,7
2022,Male,Hispanic,60,0,0,0,2,3
2023,Male,African-American,22,1,0,0,4,7
2024,Female,Caucasian,51,0,0,0,5,5
2026,Male,African-American,27,0,0,0,4,2
2027,Male,African-American,32,0,0,0,0,7
2033,Female,African-American,63,0,0,0,1,4
2034,Male,Caucasian,37,0,0,0,2,2
2035,Male,African-American,26,0,0,0,0,4
2037,Male,African-American,26,0,0,0,0,2
2038,Male,Other,32,0,0,0,4,3
2039,Female,Caucasian,21,0,0,0,5,6
2040,Male,Hispanic,39,0,0,0,3,4
2043,Male,Caucasian,51,0,0,0,1,1
2045,Female,Caucasian,22,0,0,1,1,3
2051,Male,Caucasian,31,0,0,0,0,7
2052,Male,Caucasian,43,0,0,0,2,1
2053,Male,African-American,23,0,0,0,0,7
2056,Male,African-American,30,0,0,0,6,4
2058,Male,African-American,20,0,0,1,0,7
2059,Male,Hispanic,39,0,0,0,0,1
2060,Male,African-American,31,0,0,0,3,5
2061,Male,African-American,33,0,0,0,1,2
2062,Male,African-American,59,0,0,0,1,4
2063,Male,Hispanic,21,0,0,2,1,9
2064,Male,African-American,53,0,0,0,8,6
2065,Male,Caucasian,34,0,0,0,2,2
2066,Male,Caucasian,36,0,0,0,6,4
2068,Male,Other,22,0,0,0,0,2
2069,Male,African-American,23,0,0,0,0,3
2070,Male,African-American,32,0,0,0,2,8
2071,Male,African-American,32,0,0,0,11,9
2073,Female,Other,36,0,0,0,0,1
2074,Male,Other,66,0,0,0,0,1
2075,Female,Caucasian,24,0,0,0,0,6
2076,Male,African-American,30,0,0,0,7,10
2078,Male,Caucasian,43,0,0,0,4,5
2079,Male,African-American,35,0,0,0,3,2
2080,Male,African-American,25,0,0,0,1,3
2083,Male,African-American,19,3,0,0,2,8
2085,Male,Caucasian,33,0,0,0,0,2
2086,Male,Caucasian,48,0,0,0,0,1
2087,Male,African-American,22,0,0,0,1,6
2089,Male,African-American,29,0,0,0,0,1
2091,Male,African-American,62,0,0,0,15,9
2092,Male,Caucasian,37,0,0,0,0,5
2093,Female,Caucasian,33,0,0,0,0,2
2095,Male,Caucasian,53,0,0,0,0,1
2096,Male,Caucasian,59,0,0,0,17,6
2097,Male,African-American,34,0,0,0,2,2
2098,Female,Caucasian,48,0,0,0,0,1
2099,Female,African-American,33,0,0,0,1,2
2100,Male,Caucasian,44,0,0,0,0,1
2101,Male,Caucasian,31,0,0,0,10,2
2103,Male,African-American,28,0,0,1,2,4
2105,Male,Hispanic,51,0,0,0,1,1
2107,Male,African-American,23,0,0,0,0,7
2108,Male,Hispanic,21,0,0,0,0,7
2109,Male,Caucasian,26,0,0,0,0,5
2110,Male,African-American,22,0,3,0,3,9
2111,Male,African-American,29,0,0,0,0,2
2113,Male,African-American,20,0,1,1,2,9
2115,Male,Caucasian,44,0,0,0,0,1
2116,Male,African-American,41,0,0,0,2,5
2118,Male,Caucasian,65,0,0,0,0,3
2119,Male,Caucasian,27,0,0,0,3,2
2121,Female,African-American,28,0,0,1,4,4
2122,Female,African-American,38,0,0,0,0,10
2123,Male,Caucasian,27,0,0,0,1,6
2125,Male,Caucasian,31,0,0,0,7,3
2127,Male,African-American,33,0,0,0,16,7
2130,Male,Caucasian,55,0,0,0,2,1
2131,Male,African-American,36,0,0,0,0,8
2132,Male,Other,48,0,0,0,4,1
2133,Male,Other,22,0,0,0,5,4
2134,Male,African-American,23,1,0,0,1,9
2137,Male,African-American,22,0,0,1,4,10
2140,Female,Caucasian,59,0,0,0,1,1
2141,Male,Caucasian,37,0,0,0,0,2
2142,Male,African-American,20,0,0,0,0,9
2143,Female,Caucasian,28,0,0,0,0,4
2146,Male,African-American,20,1,0,1,1,10
2148,Female,African-American,38,0,0,0,14,10
2150,Male,African-American,27,0,0,0,3,8
2151,Male,Caucasian,25,0,0,0,2,4
2152,Female,African-American,42,0,0,0,2,2
2153,Male,African-American,22,0,0,0,3,8
2154,Male,Other,21,0,0,0,0,6
2156,Male,Caucasian,45,0,0,0,1,5
2157,Female,African-American,21,0,0,0,1,3
2159,Male,Caucasian,52,0,0,0,2,1
2161,Male,Caucasian,29,0,0,0,0,3
2163,Male,Caucasian,34,0,0,1,0,2
2165,Male,African-American,53,0,0,0,0,1
2166,Female,African-American,30,0,0,0,8,8
2168,Male,Hispanic,35,0,0,0,0,3
2169,Male,Caucasian,28,0,0,0,1,4
2170,Male,African-American,21,0,0,0,1,8
2171,Male,African-American,22,0,0,0,1,7
2172,Male,African-American,41,0,0,0,7,7
2173,Male,Hispanic,47,0,0,0,1,2
2174,Male,Caucasian,43,0,0,0,6,3
2175,Male,Hispanic,23,0,0,2,3,5
2176,Male,Caucasian,42,0,0,0,1,3
2178,Male,African-American,26,0,0,0,3,4
2180,Male,Other,39,0,0,0,1,2
2181,Male,African-American,30,2,0,0,20,9
2182,Female,African-American,26,0,0,0,1,6
2183,Male,African-American,41,0,0,0,0,1
2184,Male,Caucasian,23,1,0,1,5,5
2185,Male,African-American,39,0,0,0,0,4
2187,Male,African-American,42,0,0,0,3,2
2188,Male,African-American,22,0,0,0,0,3
2189,Male,African-American,23,0,0,0,0,2
2190,Male,Hispanic,42,0,0,0,3,5
2193,Female,Caucasian,27,0,0,0,6,3
2194,Female,African-American,42,0,0,0,2,3
2195,Male,African-American,25,0,0,0,8,6
2196,Male,African-American,49,0,0,0,4,2
2197,Male,African-American,26,1,0,0,7,9
2198,Male,Caucasian,52,0,0,0,1,1
2199,Male,African-American,27,0,0,0,2,7
2201,Female,Caucasian,60,0,0,0,2,1
2202,Male,Caucasian,44,0,0,0,1,3
2203,Female,African-American,30,0,0,0,0,3
2204,Male,African-American,21,0,0,0,1,3
2205,Female,African-American,23,0,0,0,0,6
2206,Male,African-American,30,0,0,0,2,7
2207,Male,African-American,48,0,0,0,9,6
2210,Male,Hispanic,26,0,0,0,5,5
2211,Male,African-American,24,0,0,0,5,7
2212,Female,African-American,26,0,0,0,3,5
2213,Male,African-American,27,0,0,0,0,1
2214,Male,Caucasian,29,0,0,0,3,4
2215,Male,African-American,22,0,0,0,3,5
2216,Male,African-American,44,0,0,0,2,2
2217,Male,Caucasian,32,0,0,0,3,4
2218,Female,African-American,27,0,0,0,1,2
2220,Male,African-American,52,0,0,0,15,4
2221,Male,Caucasian,61,0,0,0,3,2
2222,Male,African-American,69,0,0,0,3,1
2223,Male,Other,51,0,0,0,2,1
2224,Female,Caucasian,21,0,0,0,1,6
2226,Male,Caucasian,31,1,0,0,2,6
2227,Female,African-American,34,0,0,0,0,5
2228,Male,African-American,19,0,2,0,3,4
2229,Female,Caucasian,26,0,0,0,0,4
2230,Female,Caucasian,24,0,0,0,0,3
2231,Male,African-American,24,0,5,0,12,9
2232,Male,African-American,22,0,0,0,0,4
2233,Male,Caucasian,24,0,0,0,3,8
2234,Male,Hispanic,57,0,0,0,3,1
2236,Male,African-American,43,0,0,0,4,1
2237,Male,African-American,24,0,0,1,4,7
2239,Female,Caucasian,30,0,0,0,7,7
2240,Male,African-American,25,0,0,0,5,9
2243,Male,Caucasian,57,0,0,0,0,2
2245,Female,Caucasian,56,0,0,0,1,8
2246,Male,African-American,21,0,0,0,1,8
2247,Male,African-American,31,3,0,0,6,10
2248,Female,African-American,23,0,0,0,1,9
2249,Male,African-American,26,0,0,0,0,7
2250,Male,African-American,30,1,0,2,15,10
2251,Male,Caucasian,47,0,0,0,1,1
2252,Male,Other,42,0,0,0,1,1
2253,Male,African-American,24,0,0,0,0,2
2254,Female,Caucasian,27,0,0,0,3,10
2255,Male,Caucasian,60,0,0,0,0,1
2256,Male,Caucasian,64,0,0,0,0,3
2257,Male,Caucasian,28,0,0,0,1,1
2258,Female,Caucasian,21,0,0,0,0,6
2261,Female,African-American,50,0,0,0,1,1
2262,Male,African-American,23,0,0,0,0,3
2264,Male,African-American,29,1,1,0,4,10
2265,Male,Caucasian,31,0,0,1,5,6
2266,Female,African-American,42,0,0,0,6,9
2267,Male,African-American,26,0,0,0,1,2
2268,Female,Caucasian,25,0,0,0,5,7
2269,Female,African-American,47,0,0,0,1,6
2270,Female,Hispanic,46,0,0,0,0,1
2271,Male,African-American,28,0,0,1,7,8
2272,Male,Hispanic,53,0,0,0,4,10
2273,Male,Caucasian,19,0,0,0,0,2
2276,Male,Other,37,0,0,0,6,1
2278,Male,Caucasian,63,0,0,0,0,1
2279,Male,African-American,35,0,0,0,2,7
2280,Male,African-American,20,9,0,0,9,4
2281,Male,Hispanic,26,0,0,0,0,1
2282,Male,African-American,32,0,0,0,2,3
2283,Male,African-American,25,0,0,0,8,10
2284,Male,Caucasian,33,0,0,0,0,1
2285,Male,African-American,29,0,0,0,7,3
2286,Male,Hispanic,27,0,0,0,2,4
2287,Male,African-American,37,1,0,1,12,9
2288,Female,African-American,39,0,0,0,2,7
2289,Female,Caucasian,20,0,2,1,3,10
2291,Male,Caucasian,72,0,0,0,1,1
2292,Male,Caucasian,38,0,0,0,0,1
2293,Male,Caucasian,40,0,0,0,0,2
2294,Male,Caucasian,23,0,0,0,0,3
2295,Male,Caucasian,44,0,0,0,7,7
2296,Female,African-American,22,0,0,0,0,4
2299,Male,Caucasian,27,0,0,0,4,7
2300,Male,Caucasian,55,0,0,0,13,6
2301,Male,African-American,23,0,3,0,5,9
2302,Male,Other,37,0,0,0,0,1
2303,Female,Caucasian,41,0,0,0,0,1
2304,Male,African-American,21,0,0,0,1,8
2305,Female,African-American,33,0,0,0,5,4
2306,Male,Caucasian,56,0,0,0,1,1
2307,Male,Caucasian,55,0,0,0,11,7
2308,Female,African-American,23,0,0,0,1,2
2309,Female,Hispanic,23,0,0,0,0,6
2310,Male,African-American,28,0,0,0,3,2
2311,Male,Other,31,0,0,0,2,2
2312,Female,Hispanic,28,0,0,0,0,2
2313,Female,Caucasian,32,0,0,0,1,2
2315,Female,Caucasian,46,0,0,0,2,3
2316,Male,Caucasian,53,0,0,0,0,1
2319,Male,Other,23,0,0,0,0,5
2320,Female,African-American,22,0,0,1,0,4
2321,Male,African-American,33,0,0,0,7,6
2322,Male,African-American,34,0,0,0,15,7
2323,Male,Caucasian,35,0,0,0,2,2
2324,Male,Hispanic,22,0,0,0,0,3
2325,Male,African-American,25,0,0,0,3,7
2326,Male,African-American,32,0,0,0,12,8
2327,Male,African-American,47,4,0,1,14,9
2328,Male,Other,24,0,0,0,0,2
2329,Male,African-American,25,0,4,4,14,10
2330,Male,African-American,27,0,1,0,10,9
2332,Male,Caucasian,56,0,0,0,0,1
2333,Male,African-American,45,0,0,0,5,1
2334,Male,Hispanic,36,0,0,0,1,4
2336,Male,African-American,20,2,0,0,2,9
2337,Female,African-American,31,0,0,0,0,1
2338,Male,Hispanic,59,0,0,0,0,1
2339,Female,Caucasian,27,0,0,0,1,7
2343,Male,Caucasian,72,0,0,0,3,1
2344,Female,African-American,24,0,0,0,2,7
2345,Male,Hispanic,20,0,0,0,0,5
2346,Male,African-American,27,0,0,0,9,7
2347,Male,African-American,31,0,0,0,4,5
2348,Male,Caucasian,49,0,0,0,0,2
2349,Male,African-American,45,0,0,0,3,9
2351,Male,Caucasian,59,0,0,0,24,1
2352,Male,African-American,45,0,0,0,0,1
2353,Male,Caucasian,47,0,0,0,0,1
2354,Male,African-American,24,0,0,0,0,3
2355,Male,African-American,20,0,0,0,0,3
2356,Male,Caucasian,51,0,0,0,6,1
2357,Male,African-American,34,0,0,0,2,3
2359,Male,Caucasian,37,0,0,0,4,1
2360,Male,Hispanic,22,0,0,0,2,3
2361,Female,Caucasian,49,0,0,0,2,2
2362,Male,Other,32,0,0,0,0,1
2364,Male,African-American,21,0,0,0,2,7
2365,Male,Caucasian,49,0,0,0,1,3
2366,Male,Hispanic,26,0,0,0,0,1
2367,Female,Caucasian,34,0,0,0,2,3
2368,Female,African-American,21,0,0,0,4,3
2369,Male,African-American,30,0,0,0,0,1
2370,Female,African-American,28,0,0,0,0,3
2372,Male,African-American,46,0,0,0,0,7
2373,Male,African-American,22,0,0,0,0,6
2374,Male,African-American,21,0,0,0,0,4
2375,Male,Caucasian,32,0,0,0,0,2
2376,Male,African-American,26,0,1,3,14,9
2378,Female,African-American,24,0,0,0,0,2
2380,Female,Hispanic,28,0,0,0,2,5
2382,Male,African-American,58,0,0,0,24,6
2385,Female,African-American,20,0,0,3,2,10
2386,Male,African-American,28,0,0,0,0,4
2387,Male,Caucasian,21,0,0,0,0,8
2388,Male,Other,26,0,0,0,0,7
2390,Male,African-American,32,2,0,0,15,8
2391,Male,African-American,40,0,0,0,0,2
2393,Male,African-American,22,0,0,0,0,3
2394,Male,Caucasian,42,0,0,0,2,5
2395,Male,Hispanic,51,0,0,0,5,1
2396,Female,Caucasian,57,0,0,0,0,4
2400,Male,African-American,30,0,2,2,11,8
2401,Male,African-American,29,0,0,0,2,1
2402,Male,African-American,46,0,0,1,15,7
2403,Male,Hispanic,22,0,0,0,2,7
2404,Male,African-American,36,2,0,0,5,10
2405,Female,African-American,24,0,0,0,0,3
2406,Female,African-American,70,0,0,0,1,1
2407,Male,Hispanic,21,0,0,0,0,6
2408,Female,Caucasian,45,0,0,0,1,1
2409,Male,African-American,33,0,0,0,4,9
2410,Female,Hispanic,33,0,0,0,2,4
2411,Female,African-American,39,0,1,0,6,5
2412,Male,Caucasian,25,0,1,0,6,4
2413,Male,African-American,23,0,0,0,0,3
2414,Male,Caucasian,37,0,0,0,5,7
2415,Male,Hispanic,48,0,0,0,1,1
2416,Female,Caucasian,32,0,0,0,1,2
2418,Male,Caucasian,46,0,0,0,0,1
2419,Female,Caucasian,54,0,0,0,0,3
2420,Male,Caucasian,28,0,0,0,0,2
2421,Male,Caucasian,32,0,0,0,1,2
2422,Male,African-American,27,0,0,0,1,2
2423,Female,African-American,20,0,0,0,0,8
2425,Male,Caucasian,43,0,0,0,11,7
2426,Male,Caucasian,56,0,0,0,5,5
2427,Male,African-American,30,0,0,0,9,10
2428,Male,African-American,35,0,4,17,12,9
2429,Male,Caucasian,29,0,0,0,1,3
2430,Male,African-American,54,0,0,0,8,1
2431,Female,Caucasian,20,0,0,0,0,4
2432,Male,African-American,29,0,0,0,0,1
2433,Male,Caucasian,32,0,0,0,0,1
2436,Male,Caucasian,44,0,0,0,2,1
2437,Male,Other,28,0,0,0,3,2
2438,Male,Other,67,0,0,0,0,1
2440,Male,Caucasian,45,0,0,0,8,1
2441,Male,Other,25,0,0,0,0,2
2443,Male,Other,29,0,0,0,3,6
2444,Male,African-American,45,0,0,0,2,6
2445,Male,African-American,31,0,0,0,5,5
2446,Male,Caucasian,23,0,0,0,0,3
2447,Female,African-American,22,0,0,1,0,5
2449,Male,African-American,26,0,1,0,18,8
2451,Male,Caucasian,61,0,0,0,0,1
2452,Male,African-American,54,0,0,0,12,5
2453,Female,Caucasian,51,0,0,0,5,7
2456,Male,Caucasian,43,0,0,0,9,6
2459,Male,African-American,36,0,0,0,0,5
2460,Male,Caucasian,58,0,0,0,3,4
2461,Female,African-American,49,0,0,0,1,1
2462,Male,African-American,32,0,0,0,1,2
2463,Female,Caucasian,25,0,0,0,1,5
2464,Male,African-American,57,0,0,0,12,9
2465,Male,African-American,37,0,0,0,2,7
2466,Male,African-American,32,0,0,0,1,8
2470,Male,African-American,51,0,0,0,8,2
2474,Male,African-American,45,0,0,0,8,7
2475,Male,Other,48,0,0,0,1,1
2476,Male,African-American,26,0,1,1,13,8
2477,Male,Caucasian,34,1,0,0,9,6
2478,Male,African-American,25,0,0,0,0,3
2479,Male,African-American,31,0,0,0,8,7
2480,Male,African-American,43,0,0,0,1,1
2482,Male,African-American,30,0,0,0,0,1
2483,Male,African-American,21,0,0,0,0,5
2484,Male,Caucasian,50,0,0,0,0,1
2485,Female,African-American,31,0,0,0,2,2
2487,Male,African-American,32,0,0,0,1,5
2488,Female,Caucasian,46,0,0,0,0,1
2489,Male,Hispanic,22,0,0,0,0,6
2491,Female,Other,32,0,0,0,0,1
2492,Male,Caucasian,51,0,0,0,10,7
2495,Male,Caucasian,21,0,0,0,0,5
2496,Male,Other,22,0,0,0,1,9
2497,Male,Other,52,0,0,0,2,1
2498,Male,Caucasian,49,0,0,0,2,2
2499,Male,Caucasian,55,0,0,0,3,7
2500,Female,Caucasian,58,0,0,0,5,4
2501,Male,African-American,22,0,0,0,0,2
2502,Male,Hispanic,45,0,0,0,0,1
2503,Female,African-American,31,0,0,0,7,5
2504,Male,Caucasian,22,0,0,1,0,2
2505,Female,African-American,37,0,0,0,1,8
2507,Male,African-American,28,0,0,0,5,6
2509,Male,African-American,21,0,0,0,1,5
2510,Male,Hispanic,42,0,0,0,0,1
2511,Male,Hispanic,37,0,0,1,2,3
2512,Male,African-American,30,0,2,0,21,7
2515,Male,African-American,28,2,1,0,11,10
2516,Male,African-American,24,0,0,0,1,3
2517,Male,African-American,44,0,0,0,9,3
2518,Male,Hispanic,25,0,0,4,5,8
2519,Male,African-American,32,1,3,0,24,7
2520,Male,African-American,29,0,0,0,5,3
2521,Female,African-American,24,0,0,0,1,5
2522,Male,Caucasian,29,0,0,0,3,2
2523,Male,African-American,57,0,0,0,19,3
2524,Male,Other,21,0,0,0,0,6
2525,Male,Caucasian,28,0,0,0,0,2
2526,Male,Caucasian,51,0,0,0,0,1
2527,Male,African-American,34,0,0,0,6,9
2529,Male,African-American,26,0,0,0,0,2
2530,Male,African-American,20,0,0,3,0,6
2531,Male,Caucasian,23,0,0,0,0,2
2532,Male,African-American,25,0,1,0,6,7
2533,Male,Caucasian,19,0,0,0,0,6
2535,Male,Caucasian,60,0,0,0,0,1
2536,Male,African-American,57,0,0,0,27,10
2537,Female,African-American,27,0,0,0,0,2
2538,Male,Caucasian,66,0,0,0,1,1
2540,Male,Caucasian,21,0,0,0,0,3
2541,Male,Caucasian,45,0,0,0,1,2
2542,Male,African-American,38,0,0,0,6,6
2543,Male,African-American,37,2,3,0,24,8
2545,Male,African-American,32,0,0,0,1,4
2546,Male,African-American,64,0,0,0,0,4
2547,Male,African-American,32,0,1,1,8,8
2548,Male,African-American,30,0,0,0,1,6
2549,Male,African-American,61,0,0,0,1,1
2550,Male,Caucasian,33,0,0,0,0,3
2551,Male,Caucasian,38,0,0,0,2,2
2552,Male,Caucasian,34,0,0,0,0,1
2553,Male,African-American,31,0,0,0,1,3
2554,Female,Caucasian,49,0,0,0,8,2
2556,Male,African-American,23,0,0,0,0,7
2557,Male,African-American,33,0,0,0,14,8
2561,Female,Caucasian,30,0,0,0,2,10
2562,Male,Hispanic,26,0,0,1,7,4
2563,Male,Other,38,0,0,0,0,1
2564,Male,Other,35,0,0,0,3,1
2565,Male,African-American,39,0,2,0,19,8
2566,Male,African-American,27,0,0,1,2,9
2567,Male,Caucasian,38,0,0,0,1,6
2569,Male,Caucasian,26,0,0,0,0,2
2570,Female,African-American,22,0,0,0,0,5
2571,Male,African-American,24,0,1,0,4,8
2572,Female,African-American,28,0,0,0,2,5
2574,Male,Caucasian,23,0,0,1,2,7
2575,Female,Caucasian,34,0,0,0,1,6
2576,Male,Caucasian,20,0,1,0,1,5
2577,Male,Other,23,0,0,0,6,4
2578,Male,Other,63,0,0,0,23,4
2579,Female,African-American,36,0,0,0,0,1
2580,Male,Caucasian,58,0,0,0,1,1
2581,Male,African-American,25,0,0,0,7,7
2582,Male,Caucasian,46,0,0,0,5,3
2583,Female,Caucasian,35,0,0,0,4,3
2585,Male,African-American,29,0,0,0,3,4
2586,Male,Caucasian,40,0,0,0,1,1
2587,Male,African-American,22,1,0,0,3,9
2588,Male,Hispanic,31,0,0,0,3,3
2589,Female,Hispanic,34,0,0,0,5,4
2590,Male,African-American,26,0,0,0,4,2
2591,Male,African-American,23,0,0,0,3,6
2592,Male,Caucasian,27,0,0,0,0,3
2593,Female,African-American,26,0,0,0,3,5
2594,Male,African-American,49,0,0,0,1,1
2595,Female,Hispanic,47,0,0,0,0,1
2596,Male,African-American,23,0,2,1,8,10
2598,Female,African-American,43,0,0,0,7,7
2600,Female,Other,48,0,0,0,3,2
2603,Male,African-American,53,0,0,0,18,7
2604,Male,African-American,34,0,0,0,7,6
2606,Male,African-American,27,0,0,0,10,9
2607,Female,Caucasian,52,0,0,0,0,1
2608,Male,African-American,26,0,0,0,0,3
2609,Male,African-American,25,0,0,1,9,7
2611,Female,African-American,29,0,0,0,1,2
2612,Male,African-American,39,0,0,0,1,3
2613,Male,Caucasian,46,0,0,0,0,1
2614,Male,Caucasian,28,0,0,0,6,4
2615,Male,African-American,57,0,0,0,0,1
2617,Male,Caucasian,36,0,0,0,7,9
2619,Male,African-American,27,0,0,0,3,3
2622,Male,African-American,20,0,0,0,0,8
2623,Male,African-American,37,0,0,0,8,2
2624,Male,African-American,51,0,0,0,0,2
2626,Female,Caucasian,21,0,0,0,0,4
2630,Male,African-American,28,0,1,0,8,6
2633,Male,African-American,45,0,0,0,15,9
2634,Male,Caucasian,26,0,0,0,7,6
2636,Male,Caucasian,30,0,0,0,0,1
2637,Male,Caucasian,33,0,0,0,7,8
2639,Male,African-American,31,0,0,0,0,2
2640,Female,Caucasian,29,0,0,0,1,4
2642,Male,Hispanic,19,1,0,0,1,9
2644,Male,Caucasian,30,0,0,0,1,3
2645,Female,Hispanic,48,0,0,0,9,6
2647,Male,Hispanic,23,0,0,0,0,2
2650,Female,African-American,40,0,0,0,0,1
2651,Male,African-American,59,0,0,0,4,2
2652,Male,African-American,25,0,0,0,5,7
2653,Male,Caucasian,50,0,0,0,1,1
2654,Male,African-American,27,0,0,0,3,7
2656,Male,Caucasian,58,0,0,0,1,1
2657,Male,African-American,49,0,0,0,1,1
2658,Male,Caucasian,29,0,0,0,2,3
2659,Male,Caucasian,37,0,0,0,1,1
2660,Male,Caucasian,31,0,0,0,1,7
2661,Female,Caucasian,44,0,0,0,11,7
2662,Male,African-American,24,0,0,0,2,4
2663,Male,African-American,26,0,0,0,1,2
2665,Female,African-American,35,1,0,0,13,10
2666,Female,African-American,34,0,0,0,5,5
2667,Male,Caucasian,24,0,0,0,0,5
2669,Male,Caucasian,65,0,0,0,4,3
2671,Male,African-American,29,0,2,1,7,8
2674,Male,Hispanic,47,0,0,0,3,1
2675,Male,Caucasian,41,0,0,0,13,5
2676,Male,Caucasian,32,0,0,0,2,4
2677,Male,Caucasian,22,0,0,0,2,5
2678,Male,African-American,21,0,0,0,0,3
2680,Male,African-American,29,0,0,0,0,8
2681,Male,African-American,43,0,0,0,1,3
2683,Male,Caucasian,47,0,0,0,0,1
2684,Male,Caucasian,49,0,0,0,0,1
2685,Female,African-American,21,0,0,0,0,5
2686,Female,African-American,25,0,0,0,1,6
2687,Male,Caucasian,54,0,0,0,0,1
2688,Male,African-American,34,0,0,1,3,1
2689,Female,African-American,28,0,0,0,2,2
2690,Female,Caucasian,53,0,0,0,4,1
