person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid
8588,Male,Hispanic,46,0,0,0,0,0
370,Female,Caucasian,33,0,0,0,0,0
2671,Male,African-American,29,0,2,1,7,1
10400,Male,Caucasian,23,0,0,7,3,0
821,Male,African-American,35,0,0,0,0,0
7611,Male,Caucasian,46,0,0,0,26,1
10233,Male,African-American,23,0,0,1,1,0
11644,Male,African-American,43,0,1,0,9,0
4991,Male,African-American,58,0,0,0,10,1
10098,Male,Caucasian,53,0,0,0,0,0
2049,Female,African-American,29,0,0,0,1,1
4748,Female,African-American,30,0,0,0,0,0
601,Male,Caucasian,47,0,0,0,5,1
11302,Male,African-American,30,1,1,2,6,0
3225,Male,African-American,20,0,0,0,0,1
4726,Female,Other,58,0,0,0,0,0
6234,Female,African-American,45,0,0,0,3,0
3605,Male,African-American,44,0,0,0,0,0
7629,Male,Hispanic,45,0,0,0,6,0
2668,Female,Caucasian,35,0,1,0,3,0
3574,Male,African-American,24,0,0,1,2,1
1139,Male,African-American,27,0,0,0,1,0
6666,Male,Hispanic,50,0,0,0,1,0
9012,Male,Caucasian,79,0,0,0,1,0
10376,Female,Caucasian,46,0,0,0,0,0
3340,Male,African-American,38,0,5,0,37,1
10148,Male,African-American,31,0,0,0,11,1
5955,Male,Caucasian,36,0,0,0,4,0
5605,Male,African-American,38,0,0,0,0,0
8257,Male,African-American,34,0,0,0,8,1
2570,Female,African-American,22,0,0,0,0,0
3902,Male,Caucasian,26,0,0,0,5,0
557,Male,African-American,21,0,0,0,4,1
4002,Male,African-American,29,0,0,0,0,0
2427,Male,African-American,30,0,0,0,9,1
2321,Male,African-American,33,0,0,0,7,1
10722,Female,Other,36,0,0,0,0,0
3895,Male,Hispanic,47,0,0,0,0,0
5831,Male,African-American,24,0,1,0,1,0
11181,Female,African-American,51,0,0,0,8,0
6415,Male,African-American,50,0,0,0,0,0
6820,Male,African-American,25,0,0,0,1,0
5010,Male,African-American,38,0,0,0,19,1
848,Female,Other,48,0,0,0,0,0
879,Male,Caucasian,24,0,0,0,1,0
1869,Male,Caucasian,47,0,0,0,0,0
9172,Male,African-American,21,0,0,0,0,1
1903,Male,Caucasian,38,0,0,0,1,0
9244,Male,African-American,24,0,0,1,1,1
10001,Female,Caucasian,34,0,0,0,7,0
2262,Male,African-American,23,0,0,0,0,1
7269,Female,Caucasian,57,0,0,0,0,0
3834,Male,African-American,63,0,0,0,1,0
408,Female,Caucasian,22,0,0,0,1,0
3657,Female,African-American,26,0,0,0,0,0
538,Male,African-American,29,0,0,1,2,1
2645,Female,Hispanic,48,0,0,0,9,0
669,Male,African-American,20,1,0,1,1,1
521,Female,Hispanic,32,0,0,0,1,1
10908,Female,African-American,20,0,7,2,12,0
1787,Male,African-American,24,0,0,0,0,0
11102,Female,African-American,28,0,0,0,3,0
11525,Female,African-American,28,0,0,0,8,1
10405,Male,Caucasian,33,0,0,0,1,0
1234,Male,African-American,52,0,0,0,7,0
5504,Female,African-American,38,0,0,0,2,0
5908,Male,Caucasian,25,0,0,0,1,1
10881,Male,Hispanic,36,1,0,0,20,1
10964,Male,African-American,36,0,0,0,9,0
7175,Female,African-American,23,0,0,0,3,1
6375,Male,African-American,26,0,0,0,1,1
11262,Male,African-American,23,0,0,0,0,0
11211,Male,African-American,21,0,0,0,0,0
9039,Male,African-American,22,0,0,0,0,0
8608,Male,African-American,35,0,0,0,1,1
135,Male,African-American,25,0,0,0,10,0
758,Female,Hispanic,22,0,0,0,2,1
314,Male,African-American,38,0,0,0,0,0
11367,Male,Caucasian,56,0,0,0,0,0
11140,Male,African-American,25,0,0,0,0,0
8619,Male,Caucasian,28,0,0,0,0,0
7895,Female,Caucasian,43,0,0,0,0,0
754,Male,African-American,29,0,0,0,4,1
5894,Male,African-American,42,0,0,0,4,0
10623,Male,Other,59,0,0,0,20,1
4559,Male,African-American,41,0,0,0,2,1
5798,Male,Caucasian,58,0,0,0,2,0
3817,Female,African-American,21,0,3,1,4,1
531,Male,African-American,26,0,0,1,6,1
2782,Male,African-American,44,2,0,0,19,1
4039,Male,Hispanic,33,0,0,0,1,0
7310,Male,Caucasian,34,0,0,0,5,1
11152,Male,African-American,31,0,0,0,10,0
11252,Female,African-American,32,0,0,0,4,0
4450,Male,African-American,21,0,0,0,0,0
4782,Male,African-American,43,0,0,0,7,0
2073,Female,Other,36,0,0,0,0,0
11017,Male,Caucasian,39,0,0,0,3,1
4472,Male,African-American,26,0,0,0,3,0
2849,Male,African-American,52,0,0,0,17,0
9890,Male,African-American,26,0,0,0,1,0
5040,Male,Caucasian,23,0,0,1,7,0
4458,Female,Other,42,0,0,0,0,0
7972,Female,Caucasian,33,0,0,0,0,0
4595,Male,African-American,29,0,0,0,5,1
11437,Female,Caucasian,53,0,0,0,0,0
5341,Male,Caucasian,38,0,0,0,5,1
3669,Female,Caucasian,41,0,0,0,12,1
5723,Male,African-American,22,0,0,0,2,1
2465,Male,African-American,37,0,0,0,2,0
5172,Male,African-American,26,0,0,0,7,0
3560,Male,Caucasian,40,0,0,0,4,0
7727,Male,African-American,21,0,0,1,1,0
6210,Male,African-American,21,1,0,0,1,1
2377,Male,Caucasian,37,0,0,0,2,0
9424,Male,Other,49,0,0,0,1,0
8313,Male,Other,56,0,0,0,6,1
8142,Male,African-American,23,0,0,1,1,1
1520,Male,Caucasian,24,0,0,0,2,0
6624,Male,Hispanic,61,0,0,0,2,1
11744,Male,Caucasian,43,0,0,0,7,1
10176,Male,African-American,41,0,0,3,12,1
11492,Female,African-American,33,0,0,0,0,0
506,Male,African-American,22,0,0,0,2,0
5269,Male,African-American,31,0,0,0,1,0
9748,Male,African-American,28,0,0,0,11,1
4370,Male,African-American,29,0,0,0,2,0
10778,Male,Caucasian,38,0,0,0,1,1
7960,Female,Caucasian,62,0,0,0,1,1
6229,Male,Caucasian,38,0,0,0,5,1
103,Female,Caucasian,31,0,0,0,2,0
1908,Male,Caucasian,20,0,0,0,0,1
9306,Male,African-American,20,0,0,1,0,1
4291,Male,African-American,49,0,0,0,2,0
633,Female,Caucasian,58,0,0,0,2,0
6027,Male,African-American,33,0,0,0,2,1
9719,Male,African-American,44,0,0,1,16,0
4510,Male,Caucasian,54,0,0,0,2,1
874,Male,Hispanic,26,0,0,0,4,0
11436,Female,Other,31,0,0,0,0,0
9943,Female,Caucasian,43,0,0,0,0,0
10437,Male,Caucasian,27,0,0,1,2,1
3455,Female,African-American,25,0,0,0,1,0
6991,Male,African-American,30,0,0,0,2,1
11552,Male,African-American,49,1,0,2,27,1
10871,Female,Caucasian,43,0,0,0,0,0
10810,Male,African-American,34,0,0,0,1,0
10512,Male,African-American,27,0,0,0,15,1
6771,Male,African-American,53,0,0,0,4,0
6126,Male,African-American,52,0,0,0,2,0
2514,Male,African-American,35,0,1,0,23,1
6211,Female,Caucasian,37,0,0,0,8,0
610,Female,Caucasian,32,0,0,0,1,0
11608,Male,African-American,62,0,0,0,14,0
2923,Male,Other,36,0,0,0,0,0
4065,Male,Caucasian,23,0,0,1,3,1
6033,Male,African-American,23,0,0,0,2,0
4789,Male,African-American,37,0,0,0,10,1
2442,Male,African-American,24,0,2,1,8,1
9060,Male,Caucasian,29,0,0,0,2,1
2803,Male,Caucasian,69,0,0,0,0,0
8245,Female,Caucasian,38,0,0,0,0,0
4326,Female,African-American,23,0,0,0,0,0
2971,Female,Caucasian,41,0,0,0,1,0
9290,Male,Caucasian,37,0,0,0,7,0
4398,Male,African-American,23,0,0,0,2,1
1530,Male,Hispanic,69,0,0,0,0,0
6066,Male,Caucasian,57,0,0,0,12,0
2502,Male,Hispanic,45,0,0,0,0,0
3330,Male,Caucasian,22,0,0,0,0,0
11015,Male,African-American,38,0,0,0,7,0
5775,Male,Hispanic,25,0,0,0,1,0
10314,Female,Caucasian,26,0,0,0,7,1
8683,Male,Caucasian,30,0,0,0,2,0
7959,Male,African-American,54,0,0,0,8,0
9436,Male,African-American,27,0,0,0,11,1
1560,Male,Hispanic,55,0,0,0,1,1
5017,Female,Caucasian,31,0,0,2,2,1
5540,Female,African-American,32,0,0,0,3,0
6076,Male,Hispanic,44,0,0,0,8,0
5509,Male,African-American,36,0,0,0,7,0
7940,Male,African-American,29,0,0,0,7,0
9573,Male,African-American,59,0,0,0,12,0
2591,Male,African-American,23,0,0,0,3,1
3555,Male,African-American,37,1,0,0,11,0
11018,Male,Caucasian,24,0,0,0,2,0
7088,Male,African-American,40,0,0,0,0,0
8318,Male,African-American,54,0,0,0,4,0
4285,Female,African-American,38,0,0,0,2,0
8078,Female,Caucasian,58,0,0,0,0,0
2613,Male,Caucasian,46,0,0,0,0,0
5211,Male,Hispanic,29,0,0,0,0,0
5235,Male,Caucasian,49,0,0,0,1,0
6181,Male,African-American,36,1,2,5,17,0
6354,Female,Caucasian,61,0,0,0,8,1
9838,Male,African-American,49,0,0,0,0,0
4722,Male,Caucasian,26,0,0,0,0,0
5604,Male,African-American,33,0,0,0,8,0
7430,Male,African-American,33,0,0,0,1,0
3989,Male,Hispanic,96,0,0,0,2,1
2740,Male,African-American,32,0,0,0,8,1
8921,Male,Caucasian,37,0,0,0,1,1
8883,Female,African-American,55,0,0,0,1,0
1545,Male,African-American,33,0,0,0,1,0
9568,Male,African-American,35,0,0,0,10,1
4971,Male,African-American,19,0,1,0,2,1
10113,Female,African-American,31,0,0,0,1,0
253,Male,African-American,31,0,0,0,0,0
3926,Male,Other,34,0,0,0,0,0
10968,Male,African-American,22,0,0,0,4,0
105,Male,African-American,39,0,0,0,1,0
1647,Male,Hispanic,23,0,0,0,2,0
8088,Male,Caucasian,45,0,0,0,0,0
8721,Female,African-American,30,0,0,0,0,0
7000,Male,Hispanic,52,0,0,0,4,0
11426,Male,Caucasian,46,0,0,0,1,0
3023,Male,African-American,30,0,1,0,14,1
9346,Female,African-American,31,0,0,0,0,0
3422,Male,Caucasian,35,0,0,0,0,1
9374,Male,African-American,32,0,0,0,7,0
1019,Female,African-American,36,0,0,0,3,0
1954,Male,Caucasian,37,0,0,0,1,1
11154,Male,African-American,21,0,0,0,0,0
7084,Female,Caucasian,24,0,0,0,0,0
11232,Male,Caucasian,26,0,0,0,1,0
9452,Male,African-American,28,0,0,1,12,1
7772,Male,African-American,24,0,0,1,1,1
6948,Male,African-American,30,0,0,0,0,0
8279,Male,Other,33,0,0,0,5,1
1046,Male,African-American,36,0,0,0,1,0
4361,Female,African-American,20,0,0,0,0,0
8559,Male,African-American,25,0,0,0,10,1
3556,Male,Hispanic,33,0,0,0,0,0
1410,Male,African-American,27,0,0,0,1,0
1172,Male,African-American,31,0,0,0,0,0
5339,Male,Caucasian,46,0,0,0,7,1
9608,Female,Caucasian,23,0,0,0,0,0
4350,Female,Caucasian,50,0,0,0,14,0
3098,Male,African-American,48,0,0,0,10,0
6856,Male,Caucasian,53,0,0,0,3,0
8347,Male,Caucasian,50,0,0,0,1,0
1156,Female,African-American,23,0,0,0,0,0
5803,Male,African-American,58,0,0,0,20,0
4750,Male,Caucasian,30,0,0,0,4,0
6075,Male,African-American,29,0,2,0,12,1
6335,Male,African-American,25,0,0,0,0,0
4353,Male,Caucasian,33,0,1,0,5,1
5173,Female,African-American,27,0,0,0,0,1
2141,Male,Caucasian,37,0,0,0,0,1
1250,Male,African-American,35,0,0,0,13,1
9876,Male,Caucasian,30,0,0,0,2,0
10517,Female,African-American,44,0,0,0,11,0
8533,Male,African-American,25,0,0,0,0,0
6253,Male,Caucasian,36,0,0,0,1,0
3281,Male,Caucasian,30,0,0,0,3,1
786,Female,Caucasian,48,0,0,0,0,0
9582,Female,Caucasian,22,0,0,1,0,0
4271,Female,African-American,24,0,0,0,1,0
10946,Male,African-American,27,0,0,2,1,0
3382,Male,African-American,26,0,0,0,0,0
9632,Male,Caucasian,46,0,0,0,1,0
799,Female,Caucasian,54,0,0,0,2,0
4005,Male,Caucasian,35,0,0,0,4,0
6691,Female,Caucasian,28,0,0,0,7,0
5176,Male,African-American,27,0,0,0,3,0
8356,Female,Caucasian,25,0,0,0,1,1
8361,Male,African-American,37,0,0,0,7,0
9197,Male,Other,25,0,0,0,1,1
1450,Male,African-American,42,0,0,0,15,0
4121,Male,Hispanic,31,0,0,0,0,0
7315,Male,African-American,24,0,0,0,2,1
1279,Male,African-American,40,0,0,0,1,0
4466,Female,African-American,34,0,0,0,1,1
7050,Male,Hispanic,40,0,0,0,1,0
1077,Male,African-American,23,0,0,0,0,1
11244,Male,Hispanic,30,0,0,0,2,0
9701,Male,Caucasian,23,0,0,0,0,0
2065,Male,Caucasian,34,0,0,0,2,0
9340,Female,African-American,23,0,0,0,1,0
8782,Male,Caucasian,54,0,0,0,0,0
1282,Male,African-American,21,0,0,1,1,0
9099,Female,African-American,52,0,0,0,3,0
2795,Male,African-American,60,0,0,0,15,0
151,Male,African-American,19,0,0,0,1,1
722,Male,Caucasian,37,0,0,0,3,0
4944,Male,African-American,21,0,0,1,0,1
3782,Male,African-American,32,0,0,0,16,1
11086,Male,Other,24,0,0,0,5,1
6882,Male,African-American,29,0,0,1,17,1
8484,Male,Caucasian,22,0,0,0,0,1
5231,Male,Hispanic,26,0,0,0,1,1
10203,Female,African-American,26,0,0,0,0,0
7655,Male,Other,55,0,0,0,4,0
8803,Male,Hispanic,28,0,0,0,3,0
3464,Male,Caucasian,24,0,0,1,1,1
1635,Male,African-American,20,0,0,1,2,0
4839,Male,African-American,35,0,0,1,5,0
8938,Female,African-American,48,0,0,0,0,0
10095,Male,African-American,27,0,0,0,2,0
8655,Male,Caucasian,55,0,0,0,1,1
10393,Female,African-American,42,3,0,0,17,1
9853,Male,Caucasian,46,0,0,0,11,1
8738,Male,Caucasian,21,0,0,0,0,0
11306,Male,Other,47,0,0,0,2,0
4881,Male,African-American,31,0,0,0,0,0
592,Male,Hispanic,48,0,0,0,8,0
2178,Male,African-American,26,0,0,0,3,1
10186,Female,Caucasian,44,0,0,0,3,0
439,Male,African-American,30,0,0,0,2,0
563,Female,Caucasian,50,0,0,0,1,1
5206,Male,Other,23,0,0,0,0,0
10213,Female,Caucasian,25,0,0,0,0,0
8457,Male,African-American,25,0,0,0,1,0
10380,Female,Other,38,0,0,0,0,0
2150,Male,African-American,27,0,0,0,3,1
5150,Male,African-American,38,0,0,0,1,0
3434,Male,African-American,27,0,0,0,25,1
7613,Male,Hispanic,51,0,0,0,1,0
10612,Female,Caucasian,42,0,0,0,3,0
3624,Male,African-American,22,0,0,0,1,1
2872,Male,African-American,50,0,0,0,0,0
10366,Female,African-American,51,0,0,0,0,0
11162,Female,Caucasian,40,0,0,0,5,0
6062,Male,Caucasian,57,0,0,0,6,0
586,Male,African-American,53,0,0,0,2,0
3154,Male,Other,33,0,0,0,3,0
7305,Female,Other,58,0,0,0,0,1
1428,Male,African-American,24,0,0,0,2,0
9875,Male,African-American,31,0,1,0,3,1
5980,Female,Caucasian,29,0,0,0,0,0
5961,Male,Hispanic,27,0,0,0,0,0
1014,Male,African-American,21,0,0,0,0,0
3219,Female,African-American,31,0,0,0,0,0
231,Female,African-American,20,0,0,0,0,0
1630,Female,Caucasian,49,0,0,0,4,0
3370,Female,Hispanic,29,0,0,0,1,1
5420,Male,African-American,22,0,0,0,2,1
10715,Female,Caucasian,37,0,0,0,2,0
1585,Female,Hispanic,26,0,0,0,1,0
5847,Male,African-American,32,0,0,0,1,0
3850,Male,African-American,40,0,0,0,16,0
174,Male,African-American,37,0,0,0,3,0
1785,Male,African-American,32,0,0,0,13,0
10446,Male,African-American,23,0,0,0,0,0
3175,Male,Caucasian,50,0,0,0,1,1
2523,Male,African-American,57,0,0,0,19,0
9300,Male,Caucasian,24,0,0,0,2,1
7136,Male,African-American,26,0,0,0,3,1
4997,Male,Asian,47,0,0,0,0,0
793,Male,African-American,59,0,0,0,10,1
3361,Male,African-American,26,0,0,0,1,0
4507,Male,Caucasian,47,0,0,0,0,0
11511,Male,African-American,24,0,0,0,2,0
11693,Female,Caucasian,25,0,0,0,1,0
4937,Male,Other,48,0,0,0,4,0
588,Male,African-American,29,0,0,0,7,1
9395,Male,African-American,29,0,0,0,5,0
431,Male,Hispanic,38,0,0,0,3,1
9488,Male,Caucasian,21,0,0,0,0,1
1963,Male,Caucasian,72,0,0,0,0,0
9453,Male,Caucasian,30,1,0,0,2,0
7412,Male,Caucasian,28,0,0,0,0,1
365,Female,Other,30,0,0,0,0,0
3347,Female,African-American,36,0,0,0,7,1
3072,Female,African-American,40,0,0,0,1,0
10719,Male,African-American,33,0,0,0,2,0
9358,Male,African-American,34,3,1,0,9,1
7641,Male,Caucasian,51,0,0,0,0,0
7378,Male,African-American,50,0,0,0,0,0
5863,Male,African-American,50,0,0,0,13,1
9475,Male,African-American,31,0,0,0,1,0
1111,Male,African-American,48,0,0,0,2,0
8248,Male,Caucasian,28,0,0,0,5,1
7510,Male,African-American,33,0,0,0,0,0
3542,Male,Caucasian,20,0,0,1,0,1
7435,Female,African-American,29,0,0,0,0,0
5144,Male,African-American,45,0,0,0,0,0
5049,Female,Caucasian,26,0,0,0,0,0
5500,Male,Caucasian,72,0,0,0,7,0
1107,Male,Caucasian,22,0,1,1,1,1
917,Male,African-American,22,0,0,0,11,1
3035,Male,Caucasian,25,0,0,0,4,0
5905,Male,Caucasian,50,0,0,0,9,1
9447,Male,African-American,26,0,0,0,0,0
6338,Male,African-American,27,0,0,0,2,1
11047,Male,African-American,20,0,0,0,0,0
11469,Female,African-American,31,0,0,0,1,1
1403,Male,African-American,23,0,0,0,5,1
8694,Male,Caucasian,25,0,0,0,0,0
10169,Male,Caucasian,33,0,0,0,0,1
8202,Male,African-American,25,1,0,0,5,0
10262,Male,Other,27,0,0,0,0,0
9580,Male,African-American,26,0,0,0,9,0
544,Male,Caucasian,30,0,0,0,0,0
287,Male,African-American,37,0,0,0,2,1
2515,Male,African-American,28,2,1,0,11,0
9797,Male,African-American,30,0,0,0,2,1
1023,Female,Caucasian,59,0,0,0,2,0
691,Male,African-American,26,0,0,0,1,1
8153,Male,Caucasian,60,0,0,0,0,0
7079,Male,Caucasian,25,0,0,1,3,0
9848,Male,Caucasian,45,0,0,0,6,0
8681,Male,African-American,33,0,0,0,12,1
385,Male,African-American,20,0,0,0,1,1
9088,Male,Caucasian,45,0,0,0,2,0
9564,Male,African-American,20,0,0,0,1,0
6225,Male,Caucasian,26,0,0,1,0,0
11593,Male,African-American,23,0,0,0,0,0
1840,Female,Caucasian,54,0,0,0,12,0
2024,Female,Caucasian,51,0,0,0,5,0
2916,Male,Caucasian,21,0,0,0,1,0
5766,Female,African-American,42,0,0,0,3,0
8352,Male,Hispanic,41,0,0,0,2,0
3009,Male,Hispanic,56,0,0,0,8,0
10676,Male,Other,23,0,0,0,0,0
4922,Male,Hispanic,35,0,0,0,0,0
3833,Male,African-American,21,0,0,0,0,0
3278,Male,African-American,25,0,0,0,4,1
1277,Male,African-American,41,0,0,0,1,0
6741,Male,African-American,21,0,0,0,1,0
1766,Female,Hispanic,26,0,0,0,1,0
409,Male,African-American,35,0,0,0,2,0
2395,Male,Hispanic,51,0,0,0,5,0
3720,Male,Caucasian,55,0,0,0,33,1
11026,Male,Caucasian,30,0,0,0,2,0
1695,Male,African-American,35,0,0,0,3,0
100,Female,African-American,56,0,0,0,0,0
10133,Male,Caucasian,35,0,0,0,0,0
921,Male,African-American,30,0,0,0,1,0
3157,Male,Caucasian,24,0,0,0,0,0
4787,Male,African-American,44,0,0,0,0,0
6860,Male,Hispanic,21,0,0,0,0,1
4715,Male,African-American,35,0,0,0,12,1
4905,Male,African-American,31,0,0,0,1,0
11084,Female,African-American,22,0,0,0,0,0
3934,Male,African-American,52,0,0,0,7,1
6710,Female,Caucasian,22,0,0,0,0,0
6525,Male,Caucasian,51,0,0,0,1,1
1061,Male,African-American,46,0,0,0,0,0
3268,Male,Caucasian,25,0,2,0,5,1
2169,Male,Caucasian,28,0,0,0,1,0
11410,Male,Caucasian,23,0,0,0,0,0
9560,Female,Caucasian,20,0,0,0,4,1
10518,Male,African-American,27,0,0,1,5,1
11583,Male,Caucasian,38,0,0,0,1,0
8389,Male,Caucasian,27,0,0,0,4,0
10129,Male,African-American,25,0,0,0,5,1
6764,Female,Caucasian,24,0,0,1,1,0
7572,Male,Caucasian,50,0,0,0,9,1
5506,Male,Caucasian,24,0,0,0,3,1
11144,Male,African-American,21,0,0,0,0,1
5541,Male,Caucasian,43,0,0,0,0,0
7229,Male,Caucasian,36,0,0,0,6,0
3283,Male,Caucasian,70,0,0,0,0,0
6862,Male,African-American,31,0,0,0,5,1
4965,Male,Other,48,0,0,0,0,0
1542,Male,African-American,35,0,1,0,17,1
10340,Female,Caucasian,24,0,0,0,5,0
7446,Male,Caucasian,50,0,0,0,0,0
9236,Male,African-American,20,0,0,0,3,0
8751,Male,African-American,43,0,0,0,0,0
7608,Male,African-American,24,0,0,0,0,0
2678,Male,African-American,21,0,0,0,0,0
9514,Male,Caucasian,48,0,0,0,2,0
5492,Male,Caucasian,35,0,0,0,2,0
10546,Female,Caucasian,26,0,0,0,1,0
5391,Female,Caucasian,38,0,0,0,3,0
4256,Male,African-American,34,0,0,0,0,1
8831,Male,Hispanic,51,0,0,0,0,0
9094,Male,African-American,24,0,0,1,3,1
11253,Male,Caucasian,54,0,0,0,3,1
9108,Male,Caucasian,55,0,0,0,3,0
4822,Female,African-American,27,0,0,0,5,0
6641,Male,African-American,20,0,0,1,2,1
4385,Male,African-American,27,0,0,0,3,1
7341,Male,African-American,25,0,0,0,0,1
9271,Male,Caucasian,48,0,0,0,1,0
9532,Male,African-American,21,0,1,0,2,1
2229,Female,Caucasian,26,0,0,0,0,0
3042,Female,African-American,40,0,0,0,4,0
10524,Female,African-American,27,0,0,0,2,0
3936,Male,African-American,43,0,0,0,6,1
7083,Male,Caucasian,58,0,0,0,0,0
11598,Male,Caucasian,35,0,0,0,13,1
8499,Male,African-American,25,0,0,0,2,0
7406,Male,African-American,22,0,0,0,1,1
10958,Female,Caucasian,49,0,0,0,2,0
11280,Female,African-American,25,0,0,0,0,0
7168,Female,Caucasian,37,0,0,0,1,0
604,Male,African-American,22,0,0,1,0,1
551,Male,African-American,25,0,0,0,7,0
2291,Male,Caucasian,72,0,0,0,1,0
3636,Female,African-American,54,0,0,0,7,0
8793,Male,Caucasian,21,0,0,0,0,0
5897,Male,Caucasian,62,0,0,0,6,0
48,Male,African-American,38,0,0,2,5,0
4674,Male,African-American,20,0,0,0,0,1
9446,Male,Other,31,0,0,0,3,1
2928,Male,African-American,35,0,0,0,1,0
661,Male,Other,33,0,0,0,0,0
4813,Male,African-American,60,0,0,0,11,0
2637,Male,Caucasian,33,0,0,0,7,1
1595,Male,African-American,55,0,0,0,17,1
9463,Male,Hispanic,33,0,0,0,1,0
6535,Male,Caucasian,21,1,0,0,1,1
8703,Female,Caucasian,61,0,0,0,0,0
7858,Male,Hispanic,42,0,0,0,1,0
6637,Female,Caucasian,32,0,0,1,0,0
4980,Male,Caucasian,29,0,0,0,1,0
4578,Male,African-American,50,0,0,0,2,0
3058,Male,African-American,26,0,0,0,0,1
8982,Male,Caucasian,46,0,0,0,0,0
8672,Female,African-American,26,0,0,0,1,0
8238,Male,Caucasian,56,0,0,0,0,0
2522,Male,Caucasian,29,0,0,0,3,0
2606,Male,African-American,27,0,0,0,10,0
5015,Male,Caucasian,25,0,0,0,0,1
4697,Male,African-American,23,0,0,0,0,0
7714,Male,African-American,44,0,0,0,6,1
6761,Female,Caucasian,30,0,0,0,9,0
7956,Male,African-American,33,0,0,0,5,0
11235,Male,African-American,32,0,1,0,10,0
9455,Male,Caucasian,56,0,0,0,0,0
7839,Male,Caucasian,42,0,0,0,1,0
1245,Female,Caucasian,21,0,0,0,1,0
4755,Male,African-American,42,0,0,0,33,1
1363,Male,Hispanic,45,0,0,0,0,1
1186,Male,Caucasian,24,0,0,0,1,1
2258,Female,Caucasian,21,0,0,0,0,1
1688,Male,African-American,24,0,0,0,4,1
6874,Female,Hispanic,19,0,0,0,0,0
7843,Male,Caucasian,36,0,0,0,0,0
1739,Male,African-American,20,0,0,1,0,0
8480,Male,Caucasian,47,0,0,0,0,0
11117,Female,African-American,34,0,0,0,0,0
11431,Female,Caucasian,33,0,0,0,1,0
5491,Male,Caucasian,20,0,0,0,0,0
3687,Male,African-American,45,0,0,0,13,1
375,Male,Caucasian,30,0,0,0,4,0
2887,Male,African-American,27,0,0,0,0,0
5550,Male,African-American,24,0,4,0,14,1
8111,Male,African-American,27,0,0,0,4,1
226,Male,African-American,55,0,0,0,4,0
10654,Male,Hispanic,31,0,0,0,0,0
8869,Male,African-American,46,0,0,0,0,0
6930,Male,African-American,48,0,0,0,0,0
8581,Male,Caucasian,66,0,0,0,7,0
8381,Male,African-American,35,0,0,0,1,0
11021,Male,African-American,20,1,0,0,2,1
6377,Male,Caucasian,27,0,0,0,2,1
3808,Male,Caucasian,20,0,0,0,2,0
11249,Female,Caucasian,52,0,0,0,0,0
9253,Male,Caucasian,40,0,0,0,4,0
6451,Male,African-American,29,0,0,0,12,1
9165,Male,African-American,26,0,0,0,0,0
5439,Male,Other,36,0,0,0,3,1
1149,Male,Hispanic,35,0,0,0,5,0
4710,Female,Caucasian,30,0,0,0,9,1
5237,Male,African-American,32,0,0,0,0,0
8232,Female,African-American,26,0,0,0,6,1
4927,Female,African-American,25,0,0,0,4,1
5426,Male,Caucasian,39,0,0,0,21,0
5902,Male,African-American,24,5,0,0,5,1
3047,Male,Hispanic,38,0,0,0,0,0
9692,Male,Caucasian,69,0,0,0,0,0
1515,Male,African-American,51,0,0,0,17,0
11651,Male,African-American,31,0,1,0,12,1
1782,Male,African-American,26,0,0,0,2,0
9834,Male,African-American,29,0,0,1,2,1
7127,Male,Other,25,0,0,0,2,0
962,Male,Caucasian,27,0,0,0,5,0
7279,Male,African-American,28,0,0,0,1,1
10894,Male,African-American,33,0,0,0,3,0
9170,Male,Caucasian,52,0,0,0,1,0
1065,Male,African-American,27,0,1,0,10,1
2669,Male,Caucasian,65,0,0,0,4,0
880,Male,Hispanic,64,0,0,0,1,0
2675,Male,Caucasian,41,0,0,0,13,0
8357,Male,African-American,22,0,0,0,0,1
10974,Male,African-American,32,0,0,0,3,0
3457,Male,African-American,48,0,0,0,1,0
4482,Male,Other,30,0,0,0,2,0
8026,Male,African-American,40,0,0,0,1,1
10608,Male,Caucasian,25,0,0,0,0,1
7375,Male,African-American,22,0,0,0,2,1
11287,Male,Caucasian,25,0,0,1,5,0
7740,Male,African-American,38,1,5,0,8,0
11064,Male,African-American,26,0,0,0,5,0
1565,Male,African-American,36,0,0,0,16,1
11202,Male,African-American,28,0,1,0,2,1
6952,Male,African-American,21,0,0,0,0,0
7383,Male,Caucasian,24,0,0,0,2,1
4867,Male,African-American,40,0,0,0,4,0
9202,Female,Caucasian,48,0,0,0,17,0
2483,Male,African-American,21,0,0,0,0,0
3467,Male,African-American,31,0,0,0,7,0
394,Male,Caucasian,31,0,0,0,0,0
5949,Female,Caucasian,33,0,1,0,10,0
7936,Male,Caucasian,37,0,0,0,4,1
5411,Male,African-American,21,0,0,0,1,1
2842,Male,African-American,22,0,0,0,0,1
5551,Male,African-American,38,0,0,0,11,0
5869,Male,Caucasian,26,1,0,0,2,1
1612,Male,African-American,30,0,0,0,2,0
10723,Female,Caucasian,28,0,0,0,7,1
923,Male,African-American,43,0,0,0,1,0
4639,Female,Hispanic,39,0,0,2,10,1
1437,Male,Other,35,0,0,0,0,0
371,Female,Caucasian,47,0,0,0,2,0
4442,Male,Caucasian,24,0,2,0,6,0
6817,Male,African-American,54,0,0,0,10,0
3884,Female,Caucasian,54,0,0,0,0,1
2674,Male,Hispanic,47,0,0,0,3,0
11320,Male,African-American,24,0,0,0,1,0
