person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,is_violent_recid
10495,Female,Caucasian,26,0,0,0,3,0,0
7863,Female,Caucasian,36,0,0,0,5,1,0
3303,Male,Other,24,0,0,0,2,0,0
8260,Male,Hispanic,37,0,0,0,5,6,1
4185,Male,Other,20,0,0,0,6,0,0
9408,Female,Other,55,0,0,0,1,5,0
1664,Male,Caucasian,25,0,0,0,8,2,0
2878,Male,Caucasian,42,0,0,0,4,0,0
7387,Male,Caucasian,43,0,0,0,6,12,0
853,Male,African-American,50,0,0,0,3,3,0
6223,Male,Other,54,0,0,0,1,2,0
310,Female,African-American,28,0,0,0,8,0,0
6778,Male,African-American,22,1,0,0,7,1,0
1031,Female,Caucasian,34,0,0,1,9,15,0
625,Female,African-American,27,0,0,0,2,1,0
627,Male,African-American,53,0,0,0,6,11,0
9287,Male,African-American,24,0,0,0,7,8,0
2089,Male,African-American,29,0,0,0,1,0,0
4644,Male,Other,25,0,0,0,3,1,0
2389,Male,African-American,34,0,0,0,1,3,0
6114,Female,Caucasian,41,0,0,0,5,3,0
11259,Female,African-American,23,0,0,0,8,0,0
7688,Male,African-American,37,0,0,0,8,0,0
5603,Female,Caucasian,29,0,0,0,5,1,0
6191,Female,African-American,27,1,0,0,5,1,0
3462,Male,Caucasian,37,0,0,0,1,1,1
2499,Male,Caucasian,55,0,0,0,7,3,0
2874,Male,African-American,33,0,0,0,2,2,0
3576,Male,Caucasian,46,0,0,0,2,4,0
3506,Male,African-American,26,0,0,0,8,7,0
3623,Male,Caucasian,24,0,0,0,8,4,0
5774,Male,Caucasian,57,0,0,0,1,1,0
8708,Male,African-American,44,0,0,0,9,12,0
6845,Male,Other,23,0,0,0,7,1,0
860,Male,Caucasian,21,0,0,0,3,0,0
8562,Male,African-American,23,0,0,0,3,1,0
9830,Male,Caucasian,48,0,0,0,2,0,0
10943,Male,Hispanic,53,0,0,0,1,0,0
8078,Female,Caucasian,58,0,0,0,1,0,0
7343,Male,Caucasian,25,0,0,0,3,0,0
4905,Male,African-American,31,0,0,0,7,1,0
5500,Male,Caucasian,72,0,0,0,4,7,0
1716,Male,Caucasian,26,0,0,0,4,11,0
467,Male,Other,24,0,1,0,10,9,1
5699,Female,Hispanic,38,0,0,0,1,0,0
8097,Male,African-American,29,0,0,0,5,5,1
7252,Female,African-American,26,0,0,0,10,3,0
7904,Female,African-American,33,0,0,0,9,0,0
9881,Female,Caucasian,52,0,0,0,7,23,0
8243,Male,Caucasian,26,0,0,0,5,0,0
6145,Male,African-American,37,0,0,0,6,6,0
3780,Male,Caucasian,24,0,0,0,3,2,0
3580,Male,Caucasian,47,0,0,0,8,10,0
10289,Male,Caucasian,36,0,0,0,8,0,1
2239,Female,Caucasian,30,0,0,0,7,7,0
7893,Male,African-American,60,0,0,0,1,2,0
10181,Male,African-American,32,0,0,0,9,0,0
10418,Female,Caucasian,26,0,0,0,4,0,0
6267,Female,Caucasian,51,0,0,0,1,0,0
1300,Female,Caucasian,21,0,0,0,5,0,0
11144,Male,African-American,21,0,0,0,6,0,0
7873,Male,Hispanic,56,0,0,0,1,0,0
7465,Male,Caucasian,22,0,0,0,3,0,0
2079,Male,African-American,35,0,0,0,2,3,0
6773,Female,Caucasian,28,0,0,0,2,0,0
1608,Female,Caucasian,50,0,0,0,6,30,0
3716,Male,African-American,53,0,0,0,7,4,0
9544,Male,Caucasian,30,0,0,0,9,3,0
6528,Male,African-American,29,1,2,0,6,6,0
9107,Male,African-American,30,0,0,0,2,0,0
11588,Male,Caucasian,21,0,0,0,9,2,0
8330,Male,African-American,32,0,0,0,2,7,0
4768,Male,Caucasian,22,0,0,0,5,2,0
3139,Male,Hispanic,25,0,0,0,7,0,0
9071,Male,Caucasian,34,0,0,0,10,2,0
3047,Male,Hispanic,38,0,0,0,1,0,0
5976,Male,Caucasian,28,0,0,0,1,1,0
3321,Female,Hispanic,38,0,0,0,1,1,0
8457,Male,African-American,25,0,0,0,2,1,0
3300,Male,Caucasian,48,0,0,0,7,13,0
10734,Female,African-American,27,0,0,0,5,6,0
9729,Female,African-American,39,0,0,0,5,0,0
7011,Male,African-American,51,0,0,0,5,8,0
7457,Male,African-American,26,0,0,0,7,5,0
4066,Female,Caucasian,36,0,0,0,7,6,0
11383,Female,African-American,29,0,0,0,5,0,0
841,Male,Caucasian,23,0,0,0,2,2,0
230,Male,African-American,52,0,0,0,1,0,0
131,Male,African-American,22,1,0,0,9,2,0
123,Male,African-American,66,0,0,0,9,0,0
6984,Male,Hispanic,24,0,0,0,6,0,0
11404,Male,African-American,23,0,0,0,7,4,0
3201,Male,Caucasian,50,0,0,0,2,1,0
2076,Male,African-American,30,0,0,0,10,7,0
5362,Male,Caucasian,32,0,0,0,1,0,0
4069,Male,Caucasian,24,0,0,2,4,3,0
10946,Male,African-American,27,0,0,2,5,1,0
1438,Female,Caucasian,26,0,0,0,6,0,0
10588,Male,Hispanic,25,0,0,0,3,1,0
3141,Female,Caucasian,41,0,0,0,1,0,0
8900,Male,African-American,24,1,0,0,9,2,0
6465,Female,African-American,28,0,0,0,2,0,0
1297,Female,Hispanic,30,0,0,0,2,1,0
5911,Male,African-American,39,1,0,0,6,6,0
7236,Male,Hispanic,75,0,0,0,1,1,0
8803,Male,Hispanic,28,0,0,0,8,3,0
6971,Male,African-American,25,0,0,0,5,5,0
6985,Male,Caucasian,22,0,0,0,3,1,0
7736,Male,African-American,34,0,0,0,3,2,0
4761,Male,Hispanic,30,0,0,0,2,2,0
6894,Male,African-American,29,0,0,0,5,2,0
3551,Male,African-American,20,0,0,0,6,1,0
6429,Male,African-American,20,0,0,0,6,0,0
2969,Male,Caucasian,59,0,0,0,1,3,1
11600,Male,Caucasian,40,0,0,0,1,1,0
7368,Female,African-American,34,0,0,0,9,1,0
9181,Female,Hispanic,52,0,0,0,1,0,0
1140,Male,African-American,71,0,0,0,1,8,0
11040,Male,Caucasian,43,0,0,0,2,0,0
10693,Male,Other,53,0,0,0,1,0,0
1313,Male,African-American,25,0,0,0,9,0,1
9501,Male,Hispanic,45,0,0,0,1,0,0
2438,Male,Other,67,0,0,0,1,0,0
4293,Male,Other,24,0,1,9,10,2,0
4004,Female,African-American,27,0,0,0,3,1,0
2822,Male,African-American,35,0,0,0,7,0,0
9522,Male,African-American,36,1,0,0,9,8,0
10820,Male,Caucasian,29,0,0,0,1,2,0
10007,Male,African-American,20,0,0,0,6,0,0
11285,Male,African-American,38,0,0,0,7,7,0
1998,Male,Caucasian,73,0,0,0,1,1,0
9166,Male,African-American,22,0,0,0,4,0,0
8522,Male,Hispanic,25,1,4,0,9,10,0
3489,Female,African-American,24,0,0,0,9,1,0
9559,Male,Hispanic,43,0,0,0,1,4,0
6268,Female,African-American,28,0,0,0,3,0,0
9528,Male,African-American,59,0,0,0,4,17,0
9080,Male,Caucasian,37,0,0,0,1,2,0
740,Male,Other,50,0,0,0,7,5,0
11498,Male,Other,44,0,0,0,1,0,0
4628,Male,Caucasian,25,0,0,0,9,1,0
8263,Male,African-American,61,0,0,0,2,9,0
1584,Male,Other,25,0,0,0,2,1,0
1509,Male,Hispanic,45,0,0,0,1,2,0
11639,Female,African-American,29,0,0,0,4,0,0
4502,Male,Caucasian,49,0,0,0,1,1,0
9341,Male,Hispanic,20,0,0,0,10,1,0
969,Male,Other,22,0,0,0,9,0,0
3676,Male,African-American,50,0,0,0,5,1,0
5003,Male,African-American,25,0,1,0,8,4,0
9761,Male,African-American,59,0,0,0,7,39,0
3728,Male,Other,53,0,0,0,1,0,0
11133,Male,African-American,49,0,0,0,7,1,0
10678,Male,Hispanic,33,0,0,1,6,11,0
5584,Male,African-American,53,0,0,0,7,13,0
11298,Male,African-American,32,0,0,0,10,2,0
8918,Female,Caucasian,29,0,0,0,2,1,0
5810,Male,African-American,42,0,0,0,5,10,1
7941,Female,Caucasian,24,0,0,0,3,0,0
6103,Male,African-American,21,0,0,1,7,1,0
1075,Male,African-American,41,0,0,0,6,2,0
2039,Female,Caucasian,21,0,0,0,6,5,0
2310,Male,African-American,28,0,0,0,2,3,0
6249,Male,Caucasian,38,0,0,0,3,2,0
1676,Female,Caucasian,54,0,0,0,3,1,0
797,Male,Caucasian,58,0,0,0,1,0,0
3707,Male,Caucasian,43,0,0,0,1,3,0
4656,Male,African-American,56,0,0,0,2,0,0
9821,Male,Caucasian,39,0,0,0,9,3,0
4847,Male,Caucasian,50,0,0,0,4,3,1
7738,Male,Caucasian,32,0,0,0,2,2,0
8637,Male,Hispanic,36,0,0,0,1,0,0
8233,Male,African-American,27,0,0,0,7,14,0
8477,Male,African-American,25,0,0,0,4,2,0
803,Male,African-American,52,0,0,0,5,4,0
8601,Male,African-American,59,0,0,0,9,9,0
4099,Male,African-American,20,0,0,0,4,1,0
7021,Female,Caucasian,38,0,0,0,4,10,0
5189,Female,Caucasian,39,0,0,0,4,1,0
9601,Female,Hispanic,36,0,0,0,1,9,0
4261,Male,African-American,23,0,0,0,8,6,0
11198,Female,Hispanic,26,0,0,0,2,0,0
11443,Male,Caucasian,25,0,0,0,4,0,0
2489,Male,Hispanic,22,0,0,0,6,0,0
1884,Male,Other,27,0,0,0,4,1,0
657,Female,African-American,24,0,0,0,10,3,0
3455,Female,African-American,25,0,0,0,3,1,0
10582,Male,African-American,24,1,0,1,6,1,0
4932,Male,African-American,47,0,0,0,8,3,0
6131,Male,African-American,60,0,0,0,1,3,0
11101,Male,Caucasian,59,0,0,0,1,5,0
8880,Female,African-American,26,0,0,0,6,7,0
11156,Male,African-American,24,0,0,0,5,1,0
11367,Male,Caucasian,56,0,0,0,1,0,0
10420,Male,Caucasian,28,0,0,0,4,4,1
7313,Male,African-American,26,0,0,0,2,0,0
2168,Male,Hispanic,35,0,0,0,3,0,0
3522,Male,African-American,22,0,0,0,9,7,0
11132,Male,Caucasian,21,0,0,0,3,0,0
1197,Male,African-American,22,0,1,0,9,1,0
1352,Male,Caucasian,27,0,0,0,10,0,0
1375,Male,Hispanic,28,0,0,0,2,1,0
9744,Male,African-American,22,0,0,0,3,2,0
11154,Male,African-American,21,0,0,0,4,0,0
1102,Male,African-American,29,0,0,0,7,7,0
3875,Female,Caucasian,32,0,0,0,8,0,0
2907,Male,African-American,22,0,0,0,6,3,0
7254,Male,Caucasian,20,0,0,0,4,0,0
7200,Male,African-American,21,0,0,0,6,1,0
5280,Male,Caucasian,31,0,0,0,5,3,0
10697,Male,Caucasian,49,0,0,0,8,3,0
6159,Male,African-American,31,0,0,0,10,15,0
8954,Male,Caucasian,46,0,0,0,1,0,0
11093,Male,Caucasian,57,0,0,0,1,0,0
6694,Male,Other,50,0,0,0,1,0,0
234,Female,African-American,61,0,0,0,1,1,0
1030,Female,Caucasian,28,0,0,0,2,0,0
6097,Male,Caucasian,26,0,0,0,9,2,1
10691,Female,African-American,44,0,0,0,1,0,0
788,Male,Other,28,0,0,0,1,2,0
8011,Male,African-American,23,0,0,1,10,1,0
11235,Male,African-American,32,0,1,0,7,10,0
188,Male,Other,33,0,0,0,8,2,0
10815,Male,African-American,28,0,0,0,1,0,0
10277,Male,African-American,30,0,1,0,7,14,0
3746,Male,African-American,28,0,0,0,4,6,0
10365,Female,Caucasian,30,0,0,1,3,1,0
701,Male,African-American,28,0,0,0,10,5,0
9206,Male,African-American,43,0,0,0,8,3,0
8681,Male,African-American,33,0,0,0,9,12,0
2911,Male,African-American,34,0,0,0,2,0,1
8933,Male,Caucasian,25,0,0,0,10,4,0
8835,Male,African-American,29,0,0,0,1,3,0
2656,Male,Caucasian,58,0,0,0,1,1,0
4997,Male,Other,47,0,0,0,1,0,0
10773,Male,Caucasian,20,0,0,3,8,1,0
3582,Female,Hispanic,32,0,0,0,3,0,0
1784,Male,African-American,25,0,0,1,8,8,0
3965,Male,Caucasian,67,0,0,0,1,0,0
9564,Male,African-American,20,0,0,0,5,1,0
4642,Male,Caucasian,31,0,0,1,8,9,0
2290,Male,African-American,32,0,0,0,2,1,0
11532,Female,African-American,21,0,0,0,10,3,0
2157,Female,African-American,21,0,0,0,3,1,0
9567,Female,African-American,28,0,0,0,3,0,0
10753,Male,African-American,23,0,0,0,10,1,1
7382,Male,African-American,26,0,0,0,7,5,0
373,Male,Other,24,0,0,0,2,0,0
5489,Male,African-American,24,0,0,0,8,7,0
6822,Male,Caucasian,24,0,0,1,2,2,0
5015,Male,Caucasian,25,0,0,0,2,0,0
10623,Male,Other,59,0,0,0,3,20,0
386,Male,African-American,30,0,0,0,6,2,0
5174,Male,African-American,35,0,0,0,2,1,0
11464,Female,Hispanic,23,0,0,0,5,0,0
11267,Male,African-American,22,0,0,1,7,2,0
7138,Male,African-American,21,0,0,0,4,0,0
9974,Female,African-American,24,3,0,0,10,7,0
2083,Male,African-American,19,3,0,0,8,2,0
1350,Female,Other,25,0,0,0,4,2,0
9935,Male,African-American,24,0,5,1,10,15,1
154,Female,Caucasian,39,0,0,0,1,0,1
5679,Male,African-American,24,0,0,0,9,5,0
7627,Female,African-American,21,0,0,0,4,2,0
5426,Male,Caucasian,39,0,0,0,10,21,0
2905,Male,African-American,40,0,0,0,3,4,0
1555,Female,Caucasian,23,0,0,0,3,1,0
7234,Male,Hispanic,37,0,0,0,5,1,0
11657,Male,Hispanic,24,0,0,0,1,0,0
1829,Female,Caucasian,30,0,0,0,5,0,0
2609,Male,African-American,25,0,0,1,7,9,0
5665,Female,Caucasian,51,0,0,0,3,4,0
7481,Male,Caucasian,21,0,0,1,8,0,1
3960,Male,African-American,30,0,0,0,2,0,0
8528,Male,African-American,32,0,0,0,2,1,0
7453,Male,African-American,26,0,0,0,3,1,0
1088,Male,Caucasian,62,0,0,0,1,0,0
5737,Male,Caucasian,28,0,0,0,3,0,0
8858,Male,African-American,22,0,1,3,6,2,0
8149,Male,Caucasian,27,0,0,0,3,3,0
9337,Male,Caucasian,44,0,0,0,5,1,0
11325,Male,Caucasian,32,0,0,0,5,4,0
6228,Male,Caucasian,64,0,0,0,1,0,0
10815,Male,African-American,28,0,0,0,1,0,0
2252,Male,Other,42,0,0,0,1,1,0
10355,Male,Other,29,0,0,0,6,5,0
10824,Female,African-American,23,0,0,0,4,1,0
7243,Male,African-American,27,0,0,0,3,2,0
3831,Male,Caucasian,21,0,0,0,8,0,1
11624,Male,Hispanic,30,0,0,0,2,0,0
4743,Male,Hispanic,35,0,0,0,7,5,1
8780,Male,African-American,21,1,0,0,9,1,0
8936,Male,African-American,27,0,0,0,1,0,0
10288,Male,Other,34,0,0,0,2,3,0
542,Male,African-American,23,2,0,0,10,3,0
7692,Male,Caucasian,45,0,0,0,4,2,0
8279,Male,Other,33,0,0,0,3,5,0
10012,Female,African-American,24,0,0,0,6,2,0
2226,Male,Caucasian,31,1,0,0,6,2,0
77,Female,Hispanic,63,0,0,0,1,1,0
1413,Male,African-American,27,0,0,0,7,4,0
3117,Male,African-American,23,0,0,0,6,3,0
7587,Male,African-American,31,0,0,0,10,6,0
10500,Male,African-American,31,0,3,4,6,15,0
8421,Female,African-American,23,0,0,0,7,0,0
9479,Male,Caucasian,52,0,0,0,1,1,0
5378,Male,African-American,28,0,0,0,4,0,0
3889,Male,African-American,32,0,0,0,7,4,0
4919,Female,African-American,34,0,0,0,4,1,0
4800,Female,African-American,30,0,3,2,10,10,0
7848,Female,Caucasian,21,0,0,0,5,0,0
7645,Male,African-American,57,0,0,0,1,0,0
9887,Male,Hispanic,32,0,0,0,1,0,0
10861,Female,Caucasian,48,0,0,0,5,0,0
1429,Male,African-American,26,0,0,0,10,5,0
10088,Female,African-American,28,0,0,0,2,1,0
10871,Female,Caucasian,43,0,0,0,1,0,0
6609,Male,African-American,36,0,0,0,1,0,0
10117,Male,African-American,24,0,0,0,4,2,0
1460,Female,Hispanic,21,0,0,0,7,0,0
8113,Male,African-American,19,1,2,0,10,3,1
4508,Female,African-American,26,0,0,0,5,3,0
11065,Male,African-American,29,0,1,0,9,5,0
406,Male,African-American,30,0,0,0,7,11,0
1039,Male,African-American,30,0,0,0,9,15,0
8576,Male,African-American,21,0,0,0,4,0,0
4107,Female,African-American,29,0,0,0,2,1,0
10301,Male,African-American,23,0,0,0,3,1,0
10865,Male,Caucasian,74,0,0,0,1,2,0
7063,Male,African-American,66,0,0,0,2,5,0
2113,Male,African-American,20,0,1,1,9,2,0
5681,Male,African-American,31,0,0,0,8,4,1
7574,Female,Caucasian,50,0,0,0,1,1,0
10243,Female,Hispanic,29,0,0,0,3,0,0
301,Male,Caucasian,44,0,0,0,4,4,0
1860,Male,Caucasian,21,0,0,0,6,1,0
4695,Male,Hispanic,44,0,0,0,1,8,0
8458,Male,Caucasian,45,0,0,0,1,2,0
2140,Female,Caucasian,59,0,0,0,1,1,0
6709,Female,Other,22,0,0,0,6,0,0
7884,Male,Caucasian,39,0,0,0,2,17,0
2740,Male,African-American,32,0,0,0,3,8,0
10043,Female,Caucasian,49,0,0,0,1,0,0
7752,Male,Caucasian,25,0,0,0,7,5,0
8498,Male,Caucasian,21,0,0,0,3,0,0
7882,Male,Caucasian,48,0,0,0,2,3,0
10728,Female,African-American,35,0,0,1,7,5,1
7089,Male,African-American,31,0,0,0,8,12,0
4372,Male,African-American,20,0,1,2,5,1,0
11370,Male,African-American,38,0,1,0,8,8,0
6168,Male,Caucasian,66,0,0,0,1,0,0
7783,Male,African-American,50,0,0,0,1,2,0
10505,Male,African-American,21,0,0,0,9,0,0
8632,Male,Caucasian,26,0,0,0,1,0,0
6759,Male,African-American,30,4,0,0,9,12,0
6986,Male,Hispanic,36,0,0,0,5,1,0
10095,Male,African-American,27,0,0,0,3,2,0
8725,Female,African-American,21,0,0,0,9,0,0
10490,Male,Caucasian,27,0,0,0,2,0,0
10442,Male,African-American,25,0,0,0,10,12,0
11363,Male,African-American,38,0,0,0,9,12,0
9967,Male,African-American,22,0,0,0,8,11,0
5154,Male,African-American,36,0,2,1,10,25,0
7651,Male,Other,30,0,0,0,2,0,0
1110,Female,African-American,36,0,0,0,10,4,0
262,Female,Caucasian,37,0,0,0,10,6,0
7218,Male,African-American,31,0,0,0,4,0,0
6425,Female,African-American,30,0,0,0,2,2,0
2813,Male,African-American,26,2,1,0,10,8,1
4352,Male,Caucasian,51,0,0,0,1,2,0
4933,Male,African-American,37,0,0,0,8,14,0
5487,Male,African-American,34,0,0,0,3,0,0
7727,Male,African-American,21,0,0,1,10,1,0
11181,Female,African-American,51,0,0,0,8,8,0
598,Male,African-American,28,0,0,0,9,5,0
4593,Male,Other,38,0,0,0,1,0,0
8092,Male,African-American,65,0,0,0,1,0,0
10540,Female,Caucasian,31,0,0,0,1,1,1
5778,Female,Hispanic,23,0,3,1,8,7,1
9891,Male,African-American,27,0,0,0,2,1,0
2987,Male,Caucasian,34,1,0,0,8,26,0
6707,Male,Other,29,0,0,0,1,0,0
10286,Male,African-American,27,0,0,2,10,20,0
7124,Male,Caucasian,36,0,0,0,1,4,1
412,Male,Caucasian,35,0,0,0,8,9,0
5003,Male,African-American,25,0,1,0,8,4,0
6604,Male,African-American,38,0,0,0,3,2,1
3385,Male,African-American,50,1,0,0,9,7,0
1939,Male,Caucasian,21,0,0,0,2,0,0
8694,Male,Caucasian,25,0,0,0,5,0,0
7754,Male,Caucasian,25,0,0,0,4,2,1
3754,Male,African-American,22,0,0,0,6,1,0
8112,Female,African-American,55,0,0,0,1,1,0
11435,Male,African-American,30,0,0,0,10,7,1
4189,Male,African-American,26,0,1,1,10,9,0
8486,Female,African-American,47,0,0,0,9,7,0
1462,Male,Hispanic,30,0,0,0,1,1,0
3941,Male,Caucasian,37,0,0,0,3,0,0
235,Male,Other,52,0,0,0,7,13,0
9561,Male,Caucasian,28,0,0,0,7,3,0
10223,Male,African-American,37,0,0,0,7,0,0
9835,Female,African-American,53,0,0,0,2,3,0
4717,Female,Caucasian,57,0,0,0,1,2,0
316,Male,Caucasian,27,0,0,0,4,2,0
6474,Female,Caucasian,42,0,0,0,2,0,0
710,Male,Caucasian,42,0,0,0,1,1,0
11169,Female,African-American,24,0,0,0,6,1,0
1101,Female,Hispanic,37,0,0,0,3,1,0
2715,Male,Hispanic,20,0,0,0,3,0,0
6501,Female,African-American,74,0,0,0,1,0,0
8033,Male,Caucasian,32,0,0,0,8,1,0
2743,Female,Caucasian,32,0,0,0,2,0,0
5257,Male,African-American,30,0,0,0,1,3,0
8570,Male,Caucasian,45,0,0,0,6,0,0
11230,Male,Other,55,0,0,0,1,2,0
6063,Male,Caucasian,45,0,0,0,2,2,0
3672,Male,African-American,29,0,0,0,9,9,0
9521,Male,Caucasian,30,0,0,0,7,3,0
11426,Male,Caucasian,46,0,0,0,5,1,0
4829,Female,African-American,33,0,0,0,10,0,0
661,Male,Other,33,0,0,0,1,0,0
6523,Male,Caucasian,28,0,0,0,4,4,0
11620,Male,Caucasian,27,0,0,0,3,1,0
4541,Male,Caucasian,30,0,0,0,2,3,0
1229,Male,African-American,35,0,0,0,6,7,0
3531,Female,Caucasian,33,0,0,0,3,2,0
6456,Female,African-American,24,0,0,0,5,4,0
933,Male,Caucasian,28,0,0,0,9,1,0
11347,Female,African-American,25,0,0,0,4,2,1
9488,Male,Caucasian,21,0,0,0,4,0,0
6576,Male,Hispanic,32,0,0,0,3,0,0
9557,Female,African-American,25,0,0,0,4,2,0
10986,Female,African-American,43,0,0,0,1,0,0
25,Male,African-American,64,0,0,0,6,13,0
2916,Male,Caucasian,21,0,0,0,7,1,0
11353,Female,African-American,37,0,0,0,2,1,0
5613,Male,Caucasian,53,0,0,0,2,0,0
2778,Male,African-American,27,0,0,0,5,4,0
5732,Female,Caucasian,33,0,0,0,6,0,0
8489,Male,Caucasian,20,0,0,0,4,1,0
4176,Male,African-American,39,0,0,0,1,1,0
11632,Male,Hispanic,60,0,0,0,1,0,0
10071,Female,Hispanic,36,0,0,0,3,1,0
6236,Male,Other,33,0,0,0,1,0,0
8321,Female,African-American,48,0,0,3,6,18,0
3684,Male,African-American,26,0,1,2,7,5,1
10561,Male,African-American,24,0,3,0,10,12,0
2376,Male,African-American,26,0,1,3,9,14,0
8713,Male,Caucasian,22,0,0,0,10,3,0
6326,Male,Caucasian,23,0,0,0,8,3,1
6046,Male,African-American,49,2,0,0,3,13,0
5172,Male,African-American,26,0,0,0,7,7,0
3795,Female,Caucasian,57,0,0,0,1,1,0
54,Male,African-American,34,2,1,3,9,21,0
8544,Male,Caucasian,29,0,0,0,1,0,1
833,Female,African-American,21,0,0,0,4,0,0
6765,Male,Hispanic,61,0,0,0,1,1,0
6737,Male,African-American,24,0,0,0,4,2,0
7713,Female,Caucasian,33,0,0,0,4,1,0
11507,Female,Other,33,0,0,0,2,0,0
640,Male,African-American,20,0,0,0,7,0,0
7964,Male,African-American,33,0,0,0,1,0,0
4000,Male,African-American,26,0,0,1,9,12,0
3218,Male,Other,26,0,0,0,4,0,0
11643,Male,Caucasian,34,0,0,0,1,1,0
7565,Male,African-American,46,0,0,0,3,2,0
3356,Male,Caucasian,60,0,0,0,1,3,0
9655,Male,Caucasian,26,0,0,0,3,0,0
4552,Male,African-American,23,0,0,0,2,1,0
9355,Male,Hispanic,45,0,0,0,6,3,0
9164,Female,African-American,21,0,0,0,6,1,0
8307,Female,African-American,53,0,0,0,6,5,0
6443,Male,Caucasian,28,0,0,0,5,5,0
8538,Female,Caucasian,28,0,0,0,5,1,0
2553,Male,African-American,31,0,0,0,3,1,0
6712,Female,Caucasian,41,0,0,0,2,1,0
9943,Female,Caucasian,43,0,0,0,1,0,0
8496,Male,Caucasian,20,0,0,3,3,0,0
6906,Female,Hispanic,37,0,0,0,3,0,0
330,Male,African-American,48,0,0,0,1,0,0
10645,Male,African-American,31,0,0,0,7,0,0
5258,Male,Caucasian,55,0,0,0,3,3,0
672,Male,African-American,22,0,0,0,3,1,0
694,Male,Caucasian,28,0,0,0,4,1,1
6426,Male,Other,30,0,0,0,8,5,0
265,Male,African-American,28,0,0,0,6,6,1
561,Male,Caucasian,34,0,0,0,1,1,0
4334,Male,Hispanic,28,0,0,0,8,7,0
5975,Male,Caucasian,47,0,0,0,1,2,0
7504,Female,Caucasian,47,0,0,0,1,0,0
8914,Male,African-American,20,0,0,0,3,2,1
358,Male,Caucasian,37,0,0,0,2,0,0
8463,Male,African-American,23,0,0,0,5,0,0
10382,Male,African-American,21,0,0,0,5,1,0
1476,Male,African-American,20,0,0,1,10,0,0
9677,Male,African-American,33,0,0,0,1,0,0
3265,Female,Caucasian,47,0,0,0,1,0,0
6841,Male,African-American,31,0,0,0,1,1,0
6915,Male,African-American,30,0,1,0,7,9,1
10559,Male,African-American,27,0,0,0,6,4,0
2551,Male,Caucasian,38,0,0,0,2,2,0
11265,Male,Other,47,0,0,0,1,0,0
7659,Male,Caucasian,33,0,0,0,4,1,0
10656,Male,African-American,20,0,0,1,4,0,0
9221,Male,Caucasian,22,0,0,0,7,3,0
4504,Male,African-American,18,3,0,0,9,2,0
7640,Male,Caucasian,37,0,0,0,7,1,0
9533,Male,African-American,19,0,0,0,9,0,0
5536,Male,African-American,45,0,0,0,9,1,0
8688,Female,Caucasian,29,0,0,0,7,0,0
6923,Male,African-American,31,0,0,0,3,0,0
4154,Male,African-American,52,0,0,0,1,1,0
10588,Male,Hispanic,25,0,0,0,3,1,0
9077,Male,Caucasian,23,0,0,1,7,10,0
5497,Male,Hispanic,43,0,0,0,1,0,0
4575,Male,African-American,21,0,0,1,4,1,0
8519,Male,Caucasian,54,0,0,0,1,0,0
4001,Male,African-American,42,0,0,0,5,0,0
11148,Female,Caucasian,30,0,0,0,10,0,0
8483,Female,African-American,30,0,0,0,5,4,0
7350,Male,Caucasian,34,0,0,0,4,4,0
5922,Female,African-American,52,0,0,0,1,1,0
3800,Male,African-American,27,0,0,0,7,8,1
5288,Male,Caucasian,75,0,0,0,4,1,0
6230,Female,Other,45,0,0,0,1,0,0
50,Male,Other,49,0,0,0,3,7,0
10461,Male,Other,37,0,0,0,1,0,1
10383,Male,African-American,27,0,0,0,9,10,0
3130,Male,African-American,41,0,0,0,6,19,0
10236,Female,Caucasian,22,0,0,0,9,0,0
6447,Male,African-American,23,0,0,0,4,0,0
478,Male,African-American,29,0,0,0,9,7,0
4403,Male,African-American,40,0,0,0,7,6,0
7572,Male,Caucasian,50,0,0,0,6,9,0
7268,Male,African-American,35,0,0,0,6,29,0
1259,Male,Caucasian,26,0,0,0,4,5,1
549,Male,African-American,34,1,0,0,8,11,0
11273,Female,African-American,57,0,0,0,2,4,0
11741,Male,Hispanic,36,0,0,0,1,0,0
1898,Female,Caucasian,26,0,0,0,4,0,0
1404,Male,Caucasian,25,0,0,0,2,0,0
10337,Male,Hispanic,32,0,0,0,2,0,0
11530,Male,Caucasian,51,0,0,0,8,6,0
2344,Female,African-American,24,0,0,0,7,2,0
6251,Male,African-American,33,0,0,0,4,5,0
6381,Male,African-American,33,0,0,0,6,13,0
4963,Male,Caucasian,20,0,0,0,5,0,0
8788,Male,African-American,23,0,0,0,9,4,0
9481,Male,African-American,23,0,0,0,7,2,0
9675,Male,Hispanic,27,0,0,0,10,5,0
5524,Male,African-American,41,0,0,0,4,7,0
1963,Male,Caucasian,72,0,0,0,1,0,0
4468,Male,Hispanic,60,0,0,0,1,4,0
5088,Female,Caucasian,38,0,0,0,6,1,1
848,Female,Other,48,0,0,0,1,0,0
9999,Male,Caucasian,34,0,0,0,4,3,0
4425,Male,Other,38,0,0,0,1,1,0
2330,Male,African-American,27,0,1,0,9,10,0
2111,Male,African-American,29,0,0,0,2,0,0
2958,Male,Hispanic,55,0,0,0,1,1,0
1477,Female,Caucasian,28,0,0,0,9,0,0
1428,Male,African-American,24,0,0,0,7,2,0
9613,Male,Caucasian,53,0,0,0,4,9,0
6940,Male,Hispanic,32,0,0,0,5,0,0
