person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score
11398,Male,African-American,29,0,0,0,6,(F7),8
10818,Female,Caucasian,36,0,0,0,5,(F3),3
5673,Male,African-American,32,0,0,0,10,(F3),6
9648,Male,Caucasian,51,0,0,0,3,(F3),4
9978,Male,African-American,39,0,0,0,0,(F3),1
1880,Male,Other,20,0,8,1,8,(F3),10
272,Male,African-American,38,2,2,1,22,(F3),8
11464,Female,Hispanic,23,0,0,0,0,(F3),5
9039,Male,African-American,22,0,0,0,0,(F3),3
6001,Male,African-American,31,0,0,2,11,(F3),10
10247,Male,African-American,20,0,0,0,1,(F2),7
5549,Male,African-American,21,0,0,0,0,(F3),7
1661,Male,Caucasian,34,0,0,0,3,(F3),9
9736,Male,African-American,55,0,0,0,10,(F3),8
4583,Male,Caucasian,22,0,1,2,3,(M1),6
3636,Female,African-American,54,0,0,0,7,(F3),6
3817,Female,African-American,21,0,3,1,4,(M2),8
10745,Male,African-American,30,0,0,0,4,(F3),6
6207,Male,African-American,38,0,0,0,0,(M1),8
8458,Male,Caucasian,45,0,0,0,2,(F2),1
1510,Female,Hispanic,30,0,0,0,3,(F3),2
4046,Female,African-American,29,0,0,0,1,(F3),4
7885,Female,African-American,33,0,0,0,0,(M1),2
7543,Male,Hispanic,19,2,0,0,2,(F2),8
7258,Male,African-American,26,0,0,0,8,(F3),7
8498,Male,Caucasian,21,0,0,0,0,(F3),3
4170,Male,Caucasian,28,0,0,0,7,(F3),9
4150,Male,African-American,26,0,2,0,11,(M1),4
3860,Male,Caucasian,53,0,0,0,0,(M1),1
997,Female,African-American,27,0,0,0,9,(F2),2
5061,Female,African-American,21,0,0,0,1,(F3),4
743,Male,African-American,26,0,0,0,1,(F3),2
3142,Male,Caucasian,52,0,0,0,1,(M1),10
621,Male,Hispanic,23,0,0,0,1,(M2),3
5178,Female,African-American,31,0,0,0,3,(F3),5
4916,Male,Caucasian,33,0,0,0,1,(F1),3
9391,Male,African-American,29,0,0,0,0,(F3),2
536,Male,Caucasian,45,0,0,0,0,(M1),5
9784,Male,African-American,39,0,0,0,2,(M1),2
3416,Male,Caucasian,49,0,0,0,2,(F3),6
6470,Female,African-American,21,0,0,0,0,(F3),7
3965,Male,Caucasian,67,0,0,0,0,(M1),1
4778,Male,Caucasian,67,0,0,0,0,(F3),1
11727,Female,African-American,36,0,0,0,0,(F2),2
11182,Male,African-American,52,0,0,0,5,(F3),5
11281,Male,African-American,28,0,0,0,6,(F2),9
4702,Male,African-American,21,0,0,1,2,(F2),9
8882,Male,African-American,22,0,0,0,2,(M1),9
2622,Male,African-American,20,0,0,0,0,(F3),8
5581,Female,Caucasian,50,0,0,0,2,(F3),2
8696,Male,Caucasian,35,0,0,0,4,(F3),2
1572,Male,African-American,27,0,0,0,1,(F3),2
4366,Female,Caucasian,23,0,0,0,7,(F3),9
4841,Male,Caucasian,55,0,0,0,0,(M1),1
3981,Male,African-American,43,0,0,0,4,(M1),5
5217,Male,African-American,37,0,0,0,0,(F3),1
11447,Male,Caucasian,48,0,0,0,10,(F3),6
7179,Male,Caucasian,67,0,0,0,5,(F3),1
5888,Male,Hispanic,27,0,0,0,0,(M1),2
4501,Female,African-American,20,1,0,0,1,(F3),10
4559,Male,African-American,41,0,0,0,2,(M1),6
2387,Male,Caucasian,21,0,0,0,0,(F3),8
947,Female,Caucasian,23,0,0,0,3,(F3),10
6852,Male,Other,27,0,0,0,0,(F3),2
7648,Male,African-American,24,0,0,0,0,(M1),3
965,Male,African-American,38,0,0,0,0,(F3),1
8093,Female,African-American,36,0,0,0,1,(M1),5
9937,Male,African-American,45,0,0,0,1,(F3),1
9221,Male,Caucasian,22,0,0,0,3,(F3),7
2550,Male,Caucasian,33,0,0,0,0,(F3),3
8238,Male,Caucasian,56,0,0,0,0,(M1),1
7413,Male,African-American,21,0,0,0,3,(F3),7
6338,Male,African-American,27,0,0,0,2,(M2),5
3283,Male,Caucasian,70,0,0,0,0,(M1),1
3990,Male,African-American,35,0,0,0,10,(M2),4
7409,Female,African-American,27,0,0,0,3,(F3),4
11595,Male,Caucasian,22,0,0,0,4,(F3),7
9401,Male,Caucasian,24,0,0,0,1,(M1),2
2222,Male,African-American,69,0,0,0,3,(M1),1
1040,Male,African-American,36,0,0,0,3,(F2),1
4686,Female,African-American,50,0,0,0,0,(M1),1
10525,Male,African-American,39,0,0,0,3,(F3),4
3734,Female,African-American,32,0,0,0,1,(F3),4
924,Female,Caucasian,59,0,0,0,0,(M2),1
6731,Female,Caucasian,29,0,0,0,0,(M1),2
7283,Female,African-American,25,0,0,0,3,(M1),10
9984,Male,African-American,24,0,0,0,0,(F3),8
5893,Male,African-American,23,0,1,0,6,(M1),8
91,Male,Caucasian,38,0,0,0,4,(M1),2
8078,Female,Caucasian,58,0,0,0,0,(M1),1
5954,Male,Hispanic,55,0,0,0,0,(M1),1
6392,Male,African-American,50,0,0,0,12,(F3),1
1170,Male,Other,27,0,0,0,1,(F3),2
10028,Male,African-American,53,0,0,0,3,(M1),9
10282,Male,African-American,53,0,0,0,6,(F2),10
3448,Female,African-American,35,0,0,0,12,(F3),7
10679,Male,Caucasian,76,0,0,0,1,(F3),1
2192,Male,African-American,24,0,0,0,2,(M1),2
6633,Male,Caucasian,30,0,0,0,3,(F2),4
4538,Male,African-American,37,0,1,0,16,(F1),9
1556,Male,African-American,27,2,1,0,5,(F3),7
6019,Male,Caucasian,32,0,0,0,6,(F3),2
5418,Male,African-American,27,0,0,0,0,(F3),2
2478,Male,African-American,25,0,0,0,0,(F2),3
1301,Male,African-American,29,0,0,0,4,(F3),4
2530,Male,African-American,20,0,0,3,0,(F3),6
4179,Male,African-American,22,0,0,0,0,(F3),3
11172,Male,African-American,22,0,0,0,0,(F3),6
10794,Male,African-American,29,0,0,0,15,(F3),6
11361,Male,African-American,37,0,0,0,14,(M1),7
2517,Male,African-American,44,0,0,0,9,(F3),3
6217,Male,Caucasian,42,0,0,0,0,(F3),1
7946,Male,Caucasian,24,0,0,0,0,(F3),2
2789,Male,Hispanic,21,0,0,0,0,(M1),4
11625,Male,Caucasian,65,0,0,0,3,(F3),1
10303,Male,Hispanic,22,0,0,0,0,(F2),7
6840,Male,African-American,43,0,0,0,8,(F3),3
4032,Male,Caucasian,28,0,0,1,2,(M2),4
4572,Male,African-American,38,0,0,0,5,(F2),1
10039,Male,African-American,63,0,0,0,22,(M1),9
10479,Male,Hispanic,36,0,0,0,5,(F3),2
5885,Male,Caucasian,46,0,0,0,2,(F2),3
1035,Male,Caucasian,65,0,0,0,2,(M1),1
2764,Male,Caucasian,39,0,0,0,2,(M2),4
11017,Male,Caucasian,39,0,0,0,3,(F3),2
1072,Male,African-American,28,0,0,0,0,(F3),1
4938,Male,African-American,25,0,0,0,1,(F2),4
7689,Male,African-American,28,0,0,0,8,(F2),8
7667,Male,Caucasian,36,0,0,0,1,(M1),2
1176,Male,Caucasian,25,0,0,0,0,(M1),2
3129,Male,African-American,56,0,0,0,1,(F2),2
3772,Male,Caucasian,24,0,0,0,3,(F3),5
3988,Female,African-American,32,0,0,0,0,(M1),3
8952,Male,Caucasian,49,0,0,0,6,(F2),7
4171,Male,African-American,21,0,0,0,0,(F3),7
3332,Male,African-American,51,0,0,0,1,(F3),1
1846,Male,African-American,20,0,0,0,1,(F7),9
1538,Male,Caucasian,44,0,0,0,6,(F3),3
3899,Male,African-American,30,0,0,0,11,(F3),8
1497,Male,Caucasian,32,1,0,0,8,(F2),4
8157,Male,Caucasian,30,0,0,0,0,(F3),3
10815,Male,African-American,28,0,0,0,0,(M1),1
25,Male,African-American,64,0,0,0,13,(F3),6
6172,Male,Caucasian,34,0,0,0,2,(F3),7
1126,Male,Hispanic,41,0,0,0,1,(F3),2
4934,Male,Caucasian,26,0,0,0,0,(M1),2
2984,Male,African-American,51,0,0,0,5,(M2),3
8656,Female,African-American,22,0,1,0,1,(M2),6
2793,Male,African-American,30,4,1,0,11,(F3),10
10608,Male,Caucasian,25,0,0,0,0,(M1),2
9535,Male,Hispanic,23,0,0,0,1,(F3),10
10632,Male,African-American,60,0,0,0,1,(F1),-1
1589,Male,Other,33,0,0,0,0,(F7),1
10503,Male,African-American,32,0,0,0,0,(F3),6
3599,Female,Other,40,0,0,0,4,(F3),4
2194,Female,African-American,42,0,0,0,2,(M2),3
6475,Male,African-American,43,0,0,0,1,(M2),1
2133,Male,Other,22,0,0,0,5,(F3),4
2453,Female,Caucasian,51,0,0,0,5,(M1),7
5976,Male,Caucasian,28,0,0,0,1,(F3),1
3687,Male,African-American,45,0,0,0,13,(F3),1
6179,Male,Caucasian,44,0,0,0,6,(F3),6
957,Male,Hispanic,26,0,0,0,0,(F3),2
3913,Male,Caucasian,27,0,1,0,1,(F3),3
8750,Male,Hispanic,37,0,0,0,9,(F3),6
230,Male,African-American,52,0,0,0,0,(M2),1
7631,Male,Caucasian,22,0,0,0,0,(F3),5
9737,Male,Caucasian,50,0,0,0,2,(F3),1
5863,Male,African-American,50,0,0,0,13,(F3),1
1687,Female,African-American,25,0,0,0,1,(M1),3
6776,Male,Caucasian,55,0,0,0,0,(F3),3
8908,Male,African-American,38,0,0,0,5,(M1),4
1455,Male,African-American,54,0,0,0,0,(F3),1
10484,Male,Caucasian,29,0,0,0,2,(M1),1
9639,Male,Hispanic,26,0,0,0,0,(M1),1
11592,Female,Caucasian,22,0,0,0,2,(F3),6
6824,Male,Hispanic,46,0,0,0,13,(F3),3
3218,Male,Other,26,0,0,0,0,(M1),4
722,Male,Caucasian,37,0,0,0,3,(F3),2
5982,Male,African-American,25,0,0,0,0,(F3),4
11392,Female,Caucasian,27,0,0,0,0,(F2),6
11262,Male,African-American,23,0,0,0,0,(F3),8
8852,Female,African-American,23,0,0,0,3,(M1),5
3059,Male,African-American,32,0,0,0,1,(F3),2
1669,Female,Caucasian,30,0,0,0,5,(F3),10
7561,Male,Caucasian,33,0,0,0,10,(F3),9
3593,Male,Caucasian,61,0,0,0,1,(F3),4
3206,Male,African-American,38,0,0,0,9,(F3),6
3512,Male,African-American,26,0,0,0,5,(F3),7
8949,Female,African-American,39,0,0,0,3,(M2),6
7996,Female,African-American,23,0,0,0,0,(M1),4
4257,Male,African-American,30,0,0,0,4,(M2),7
4798,Male,African-American,31,0,0,0,0,(M1),2
4580,Male,African-American,25,0,0,1,5,(F3),10
1378,Male,African-American,35,0,0,1,0,(F3),3
4087,Female,African-American,41,0,1,0,6,(M2),6
8003,Male,Caucasian,41,0,0,0,0,(F3),1
3594,Male,African-American,51,0,0,0,1,(M1),4
10199,Male,Caucasian,57,0,0,0,0,(F3),1
2175,Male,Hispanic,23,0,0,2,3,(F3),5
701,Male,African-American,28,0,0,0,5,(F3),10
3797,Male,African-American,44,1,0,0,7,(F1),6
9669,Male,African-American,35,0,0,0,2,(F3),1
1192,Male,African-American,57,0,0,0,11,(F3),6
7666,Male,Caucasian,29,0,0,0,11,(F3),10
2316,Male,Caucasian,53,0,0,0,0,(M1),1
1830,Male,African-American,20,0,0,0,0,(M1),10
927,Male,Caucasian,38,0,0,0,0,(F3),1
7445,Male,Hispanic,31,0,0,0,1,(F2),8
9710,Male,African-American,27,0,0,0,8,(F3),5
7884,Male,Caucasian,39,0,0,0,17,(F3),2
8381,Male,African-American,35,0,0,0,1,(M1),4
9830,Male,Caucasian,48,0,0,0,0,(F3),2
2512,Male,African-American,30,0,2,0,21,(F3),7
5747,Female,Caucasian,52,0,0,0,0,(M1),1
3716,Male,African-American,53,0,0,0,4,(F3),7
7010,Male,African-American,54,0,0,0,4,(F3),3
477,Male,African-American,54,0,0,0,1,(F3),3
7828,Male,Caucasian,49,0,0,0,0,(M1),1
10809,Male,African-American,35,0,0,0,0,(F3),1
11032,Male,Other,27,0,0,0,1,(F2),1
8145,Male,African-American,24,0,0,0,1,(M1),8
3499,Female,African-American,30,0,3,2,14,(F3),10
6512,Male,Caucasian,36,0,0,0,1,(F3),2
909,Male,African-American,20,1,0,0,1,(F7),3
6702,Female,African-American,38,0,0,0,0,(M1),1
6540,Male,African-American,23,0,0,0,0,(M1),5
7123,Male,African-American,27,0,0,0,0,(M1),2
3104,Female,Other,32,0,0,0,0,(M1),1
7327,Male,African-American,39,0,0,0,0,(M1),1
2127,Male,African-American,33,0,0,0,16,(M1),7
10684,Male,African-American,63,0,0,0,4,(F3),1
10493,Male,Other,62,0,0,0,0,(M1),1
9219,Male,African-American,28,0,0,0,7,(M1),7
6117,Male,African-American,37,0,0,0,11,(F3),8
1143,Male,African-American,20,0,0,2,0,(F3),5
5473,Male,African-American,22,0,0,0,0,(F3),2
4691,Female,Caucasian,34,0,0,0,2,(F3),2
8292,Male,African-American,28,0,8,2,12,(F3),10
1326,Male,African-American,23,1,0,1,3,(F3),9
5491,Male,Caucasian,20,0,0,0,0,(F3),4
11294,Male,Caucasian,35,0,1,0,3,(F3),8
7988,Male,African-American,41,2,0,0,6,(F3),3
11359,Female,African-American,23,0,0,0,1,(F2),7
5190,Male,Other,34,0,0,0,1,(M2),2
6118,Female,Caucasian,54,0,0,0,7,(F3),5
1983,Male,African-American,42,0,0,0,0,(F3),1
6309,Male,African-American,61,0,0,0,13,(F3),7
10553,Male,African-American,28,0,0,0,13,(F2),8
206,Female,Caucasian,29,0,1,0,10,(F3),4
3457,Male,African-American,48,0,0,0,1,(F3),1
1630,Female,Caucasian,49,0,0,0,4,(F3),5
3823,Female,Other,32,0,0,0,2,(F2),7
4655,Male,Caucasian,31,0,0,0,10,(M1),8
4636,Female,African-American,20,0,0,0,1,(F3),6
11694,Female,Caucasian,65,0,0,0,0,(M1),1
1353,Male,Caucasian,52,0,0,0,1,(F3),1
6821,Male,African-American,61,0,0,0,3,(F3),1
5383,Female,African-American,19,0,0,0,1,(F2),9
619,Male,African-American,31,0,0,0,4,(F2),8
624,Female,African-American,22,0,0,0,0,(F3),7
69,Male,African-American,34,0,0,0,4,(M2),3
1601,Male,Caucasian,32,0,0,0,2,(M1),2
11048,Male,Caucasian,61,0,0,0,2,(F2),1
6203,Male,African-American,26,0,0,0,1,(M1),3
1853,Male,Caucasian,38,0,0,0,0,(F3),4
6083,Female,African-American,28,0,0,0,1,(F3),3
8877,Female,Caucasian,56,0,0,0,3,(F3),1
1693,Female,Caucasian,30,0,0,0,0,(M1),2
7225,Male,African-American,32,0,0,1,7,(F3),6
8219,Male,African-American,29,0,0,0,3,(M1),3
9286,Male,African-American,33,0,0,0,3,(F1),5
3106,Female,Caucasian,33,0,0,0,0,(M1),2
9749,Male,Caucasian,50,1,0,0,16,(F3),10
6174,Female,African-American,33,0,0,0,0,(F3),8
3525,Male,Caucasian,56,0,0,0,5,(F3),2
9471,Female,Caucasian,58,0,0,0,2,(M1),1
1156,Female,African-American,23,0,0,0,0,(F3),2
6912,Female,African-American,61,0,0,0,1,(F2),6
6351,Male,African-American,22,0,0,0,4,(F3),8
450,Male,African-American,21,0,0,0,1,(F3),5
6565,Female,Hispanic,41,0,0,0,0,(F3),2
5204,Female,African-American,31,0,2,0,10,(F3),8
8410,Male,African-American,33,2,0,0,8,(F3),10
8669,Female,Caucasian,44,0,0,0,0,(M1),1
10631,Male,Caucasian,54,0,0,0,7,(F3),3
9683,Male,Other,69,0,0,0,1,(F3),1
5260,Male,African-American,28,0,0,0,0,(M1),3
10216,Female,African-American,26,0,0,0,0,(M2),8
1869,Male,Caucasian,47,0,0,0,0,(M1),1
42,Male,African-American,32,0,0,0,4,(F3),8
1100,Male,African-American,31,0,0,0,1,(F2),10
9144,Male,African-American,28,0,0,0,0,(F3),3
11519,Male,Caucasian,25,0,0,0,0,(M1),2
413,Male,African-American,43,0,0,0,0,(F2),1
4512,Male,African-American,22,0,0,1,0,(F3),8
3764,Female,African-American,35,0,0,0,1,(M2),9
7581,Male,African-American,27,0,0,0,0,(M1),1
7174,Male,African-American,50,0,0,0,16,(M1),7
1460,Female,Hispanic,21,0,0,0,0,(M1),7
8579,Male,African-American,45,0,0,0,1,(M1),1
521,Female,Hispanic,32,0,0,0,1,(F3),3
4468,Male,Hispanic,60,0,0,0,4,(F3),1
8358,Female,African-American,21,0,0,0,0,(F3),6
4214,Male,Caucasian,43,0,0,0,0,(F3),1
7343,Male,Caucasian,25,0,0,0,0,(F3),3
7295,Male,Other,25,0,0,0,1,(F2),2
7759,Male,African-American,22,0,0,1,0,(F3),7
4279,Male,African-American,26,0,0,0,10,(F3),5
3197,Female,Other,27,0,0,0,0,(M1),2
9330,Male,Caucasian,21,0,0,1,3,(F7),5
10698,Male,African-American,24,0,0,3,0,(F3),3
10727,Female,Caucasian,58,0,0,0,0,(M1),1
8383,Female,Caucasian,55,0,0,0,3,(M2),1
4215,Female,African-American,20,0,0,0,0,(F3),6
4560,Male,Hispanic,37,0,0,0,1,(M1),1
7119,Male,African-American,23,0,0,0,3,(M1),5
11094,Male,Caucasian,29,0,0,0,0,(F3),3
8329,Female,African-American,22,0,1,0,1,(F3),4
1529,Female,African-American,38,0,1,0,8,(M1),7
8622,Male,African-American,26,0,0,0,1,(F3),8
9207,Male,African-American,25,0,0,0,1,(M1),2
3902,Male,Caucasian,26,0,0,0,5,(M2),4
5498,Female,African-American,27,0,0,0,12,(F3),7
2410,Female,Hispanic,33,0,0,0,2,(M1),4
9879,Male,African-American,56,0,0,0,4,(M1),3
10991,Male,Caucasian,30,0,0,0,1,(F3),2
5583,Male,African-American,37,0,0,0,11,(M1),7
2719,Male,African-American,23,0,0,0,1,(F3),4
3705,Male,Caucasian,75,0,0,0,2,(M2),1
9528,Male,African-American,59,0,0,0,17,(F3),4
10659,Male,African-American,30,0,1,1,18,(F3),10
2646,Male,Caucasian,36,0,0,0,9,(F2),6
8286,Male,African-American,31,0,0,0,1,(M2),4
9122,Male,African-American,22,0,0,0,5,(F2),5
5669,Male,African-American,32,0,0,0,17,(F3),8
3168,Male,African-American,25,2,0,0,4,(F3),10
10749,Female,African-American,29,0,0,0,0,(F2),2
4001,Male,African-American,42,0,0,0,0,(F3),5
29,Male,African-American,24,0,0,0,2,(F3),-1
2596,Male,African-American,23,0,2,1,8,(M1),10
6321,Male,African-American,32,0,0,0,3,(M1),6
10592,Female,Hispanic,33,0,0,0,0,(M1),1
344,Male,African-American,41,0,0,0,0,(M1),1
9486,Male,African-American,20,0,0,0,0,(F2),5
6779,Male,Other,32,0,0,0,0,(F3),1
5276,Male,Caucasian,48,0,0,0,1,(F2),1
3791,Male,Caucasian,38,0,0,0,3,(F3),4
4816,Male,African-American,37,0,0,0,2,(F3),7
5070,Male,Caucasian,24,0,0,0,2,(M2),6
5400,Male,African-American,25,0,1,0,9,(F2),7
10104,Male,Hispanic,30,0,0,0,8,(F1),9
4041,Male,African-American,28,0,0,0,1,(F3),7
11627,Male,African-American,47,0,0,0,1,(M1),1
11111,Male,Caucasian,22,1,0,0,3,(F3),6
440,Male,African-American,39,0,0,0,6,(F2),3
4948,Male,Caucasian,29,0,0,0,1,(F3),4
727,Male,Caucasian,56,0,0,0,0,(F3),1
2794,Male,Caucasian,27,0,1,3,4,(M1),4
6248,Male,Caucasian,34,0,0,0,3,(F3),1
3313,Female,Caucasian,42,0,0,0,11,(F3),5
11170,Male,African-American,55,0,0,0,12,(F3),5
3021,Female,African-American,44,0,1,0,11,(F3),8
9717,Female,Caucasian,55,0,0,0,0,(M1),1
9718,Male,African-American,29,0,0,0,0,(F3),8
3289,Male,African-American,38,0,0,0,15,(F3),6
8583,Male,African-American,25,0,3,1,8,(M1),8
7034,Male,Caucasian,28,0,0,0,2,(F3),3
2037,Male,African-American,26,0,0,0,0,(M1),2
1097,Male,Caucasian,41,0,0,0,2,(M1),2
4421,Female,African-American,53,0,0,0,10,(F3),2
3539,Male,African-American,38,0,0,0,3,(F3),5
9328,Female,Hispanic,41,0,0,0,0,(F3),1
2024,Female,Caucasian,51,0,0,0,5,(F3),5
3720,Male,Caucasian,55,0,0,0,33,(F3),9
1655,Male,African-American,24,0,0,2,1,(M2),2
7149,Male,Caucasian,22,0,0,0,1,(F3),4
10547,Male,African-American,55,0,0,0,3,(CO3),5
10762,Female,Hispanic,26,0,0,0,1,(M1),4
10978,Male,Caucasian,29,0,0,0,3,(M2),3
1605,Male,Hispanic,22,0,0,0,0,(M1),3
609,Male,Caucasian,68,0,0,0,2,(F3),1
7197,Male,Caucasian,37,0,0,0,0,(F3),6
4474,Male,Hispanic,27,0,0,1,18,(F3),10
10675,Male,Caucasian,27,0,0,0,2,(F3),3
8200,Male,Caucasian,49,0,0,0,6,(F3),3
1947,Male,Caucasian,32,0,0,0,7,(F3),2
5361,Male,African-American,26,0,0,0,1,(F2),4
4299,Female,Caucasian,51,0,0,0,14,(F3),9
1351,Male,African-American,26,0,0,0,9,(F3),7
10823,Male,Hispanic,44,0,0,0,0,(M1),1
8830,Male,African-American,21,0,0,0,1,(F3),7
1511,Male,African-American,29,0,0,0,0,(M2),2
5050,Male,African-American,21,0,0,0,0,(M1),4
5538,Female,Caucasian,22,0,0,1,5,(F3),9
11271,Male,African-American,23,0,0,0,1,(F3),9
9054,Male,African-American,25,0,0,1,6,(M1),7
8094,Male,Caucasian,59,0,0,0,0,(M1),1
6273,Male,African-American,28,0,0,0,5,(F2),6
4606,Male,African-American,20,1,1,0,2,(F3),4
1266,Female,Native American,32,0,0,0,3,(M1),6
765,Male,African-American,66,0,0,0,33,(F3),6
11253,Male,Caucasian,54,0,0,0,3,(M2),1
1921,Female,African-American,39,0,0,0,22,(F3),6
10352,Male,Caucasian,29,0,0,0,1,(F3),6
7121,Male,Asian,40,0,0,0,0,(F3),1
8551,Female,Caucasian,46,0,0,0,1,(F1),1
2376,Male,African-American,26,0,1,3,14,(F3),9
10603,Female,Hispanic,51,0,0,0,0,(M1),1
9071,Male,Caucasian,34,0,0,0,2,(M1),10
6296,Male,African-American,31,0,0,0,1,(M2),5
3907,Male,Hispanic,67,0,0,0,0,(F3),1
9027,Female,African-American,28,0,0,0,0,,8
9676,Male,African-American,37,0,0,0,2,(F3),9
1774,Male,Caucasian,23,0,1,0,1,(M1),2
290,Male,African-American,25,0,0,0,3,(F3),8
2745,Male,Caucasian,28,0,0,0,0,(F3),7
5710,Male,African-American,34,0,0,0,2,(M1),1
9504,Male,African-American,36,0,0,2,7,(M1),5
6744,Male,African-American,25,0,1,0,3,(M1),10
1991,Male,African-American,39,0,0,0,5,(F3),9
10782,Male,African-American,29,0,0,0,2,(F3),2
7825,Male,African-American,23,0,0,0,2,(F3),8
10526,Male,Caucasian,42,0,0,0,5,(F2),6
6464,Male,Other,34,0,0,0,2,(F3),2
5808,Male,African-American,43,0,0,0,8,(F3),7
2030,Female,Caucasian,25,0,0,0,0,(M2),5
7866,Male,African-American,22,0,0,0,3,(F3),8
3694,Male,Caucasian,49,0,0,0,6,(M1),2
9269,Female,African-American,25,0,0,1,0,(M1),2
11154,Male,African-American,21,0,0,0,0,(F1),4
7499,Male,Caucasian,44,0,0,0,1,(M1),1
2170,Male,African-American,21,0,0,0,1,(F3),8
907,Male,African-American,22,0,0,0,1,(F3),7
5700,Female,Caucasian,26,0,0,0,4,(F3),3
557,Male,African-American,21,0,0,0,4,(F3),9
6754,Female,Hispanic,23,0,0,0,0,(M1),4
3840,Male,African-American,28,1,1,0,5,(F3),10
127,Male,Other,50,0,0,0,0,(F3),1
10006,Male,Caucasian,20,0,0,0,0,(M1),10
6064,Female,Caucasian,31,0,0,0,0,(M1),2
6755,Female,African-American,19,0,0,0,0,(M2),4
10705,Male,Hispanic,69,0,0,0,0,(M1),1
8479,Male,African-American,47,0,0,0,4,(F3),4
2460,Male,Caucasian,58,0,0,0,3,(F3),4
3340,Male,African-American,38,0,5,0,37,(M2),7
9593,Female,Caucasian,46,0,0,0,0,(F3),1
7836,Male,Other,65,0,0,0,0,(M1),1
4521,Female,Caucasian,27,0,0,0,0,(F3),5
10691,Female,African-American,44,0,0,0,0,(M1),1
1889,Male,Caucasian,19,0,0,1,0,(M1),4
2293,Male,Caucasian,40,0,0,0,0,(F3),2
2546,Male,African-American,64,0,0,0,0,(F3),4
2772,Male,African-American,23,0,0,0,2,(M2),8
6550,Male,African-American,56,0,0,0,12,(F3),5
7876,Male,Caucasian,23,0,0,0,2,(F3),6
5189,Female,Caucasian,39,0,0,0,1,(F3),4
5675,Male,Caucasian,47,0,0,0,5,(M1),3
6089,Male,African-American,27,0,0,0,4,(F3),5
4494,Female,African-American,49,0,0,0,0,(F3),1
11104,Male,African-American,36,0,0,0,0,(M1),1
9773,Male,African-American,22,0,0,1,3,(F2),6
4799,Male,Caucasian,28,1,0,0,2,(M1),5
6294,Male,African-American,27,2,0,0,6,(F2),8
3509,Male,African-American,58,0,0,0,1,(F3),8
8354,Male,Caucasian,29,1,0,1,9,(F3),8
3592,Male,Hispanic,25,0,0,0,1,(M1),1
10024,Female,Hispanic,23,0,0,0,0,(M1),4
10078,Male,Hispanic,27,0,0,0,1,(F3),4
8693,Female,Caucasian,26,0,0,0,1,(F3),4
921,Male,African-American,30,0,0,0,1,(M1),7
11385,Male,African-American,36,1,0,0,11,(F3),7
9800,Male,Caucasian,37,0,0,0,1,(M1),2
21,Male,Hispanic,37,0,0,0,0,(M1),1
4451,Male,Caucasian,49,0,0,0,1,(M1),1
8932,Male,Caucasian,26,0,0,0,0,(M1),2
8100,Male,African-American,34,0,0,0,5,(M1),3
10938,Male,Caucasian,67,0,0,0,0,(M1),1
6165,Male,Caucasian,34,0,0,0,5,(M2),2
2723,Male,African-American,25,0,0,0,4,(F3),6
9782,Male,African-American,29,0,0,0,11,(M2),10
5596,Male,Caucasian,25,0,0,0,0,(F3),6
9852,Male,African-American,21,0,2,2,2,(F3),10
2775,Male,Caucasian,32,0,0,0,9,(M1),7
7668,Male,Hispanic,57,0,0,0,0,(M1),1
5565,Male,African-American,39,0,0,0,0,(M1),4
2344,Female,African-American,24,0,0,0,2,(M2),7
3070,Female,African-American,39,0,0,0,0,(M1),1
1437,Male,Other,35,0,0,0,0,(MO3),3
3122,Male,Caucasian,46,0,0,1,2,(M1),4
10363,Male,African-American,23,1,0,0,3,(F3),9
9804,Female,Hispanic,48,0,0,0,4,(F3),1
4440,Male,African-American,29,0,0,0,1,(M1),2
5525,Male,Caucasian,34,0,0,1,5,(F3),6
5377,Male,African-American,69,0,0,0,3,(F2),6
3249,Male,African-American,53,0,0,0,3,(M1),3
6793,Female,Caucasian,38,0,0,0,2,(M1),3
3267,Male,African-American,27,0,0,0,0,(M1),2
2812,Female,African-American,24,0,0,0,0,(F3),6
7043,Male,African-American,26,0,0,0,0,(F3),3
10426,Male,Caucasian,47,0,0,0,1,(F1),1
9626,Male,African-American,27,1,0,0,6,(F3),8
747,Male,Caucasian,37,0,0,0,5,(F3),3
6240,Male,African-American,50,0,0,0,0,(F3),1
9746,Male,Hispanic,23,0,0,0,0,(M1),7
7858,Male,Hispanic,42,0,0,0,1,(F3),4
9056,Male,African-American,63,0,0,0,9,(F3),6
5000,Male,African-American,28,0,0,0,1,(F3),1
11570,Male,Caucasian,27,0,0,0,1,(F3),1
4390,Male,Caucasian,66,0,0,0,0,(F3),1
8236,Male,Hispanic,51,0,0,0,0,(M1),1
7440,Male,African-American,34,1,0,0,5,(F3),6
5550,Male,African-American,24,0,4,0,14,(F3),10
10641,Male,African-American,22,0,0,0,3,(F3),5
6368,Male,African-American,26,0,1,0,10,(F3),10
2278,Male,Caucasian,63,0,0,0,0,(M1),1
1438,Female,Caucasian,26,0,0,0,0,(F3),6
6262,Male,African-American,40,0,0,0,1,(F2),1
9775,Male,Caucasian,54,0,0,0,0,(M1),1
5573,Female,Caucasian,33,0,0,0,1,(F3),7
11405,Male,African-American,31,0,0,0,10,(F2),6
